# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 13 15:09:57 2014
#
# COLUMN pl_radj:        Planet Radius (val)
# COLUMN pl_radjerr1:    Planet Radius (upper unc)
# COLUMN pl_radjerr2:    Planet Radius (lower unc)
# COLUMN pl_radjlim:     Planet Radius (limit flag)
# COLUMN pl_disc:        Year of Discovery
#
rowid,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_disc
469,,,,,2006
470,,,,,2002
471,,,,,2010
472,,,,,2010
473,,,,,2010
474,,,,,2005
475,,,,,2009
476,,,,,2012
477,,,,,2007
478,,,,,1998
479,,,,,2000
480,,,,,2002
481,,,,,2000
482,,,,,2003
483,,,,,2007
484,,,,,2007
485,,,,,2009
486,,,,,2008
487,,,,,2009
488,,,,,2007
489,,,,,1999
490,,,,,2010
491,,,,,2001
492,,,,,2008
493,,,,,2000
494,,,,,2010
495,,,,,2009
496,,,,,2009
497,,,,,2009
498,,,,,2008
499,,,,,2008
500,,,,,2008
501,,,,,2004
502,,,,,2008
503,,,,,2006
504,,,,,1998
505,,,,,1999
506,,,,,2006
507,,,,,2004
508,1.151,0.038,-0.038,0,2005
509,,,,,2002
510,,,,,2003
511,,,,,2005
512,,,,,2007
513,,,,,2009
514,,,,,1999
515,,,,,2011
516,,,,,2011
517,,,,,2007
518,,,,,1999
519,,,,,2002
520,,,,,2012
521,,,,,2007
522,,,,,2011
523,,,,,2010
524,,,,,2010
525,,,,,2002
526,,,,,2004
527,,,,,2006
528,,,,,2009
529,,,,,2012
530,,,,,2011
531,,,,,2008
532,,,,,2009
533,,,,,2012
534,,,,,2012
535,,,,,2012
536,,,,,2004
537,1.380,0.017,-0.017,0,1999
538,,,,,1998
539,,,,,2007
540,,,,,2009
541,,,,,2005
542,,,,,2001
543,,,,,2009
544,,,,,2009
545,,,,,2002
546,,,,,2002
547,,,,,2003
548,,,,,1998
549,,,,,2005
550,,,,,2010
551,,,,,2010
552,,,,,2012
553,,,,,2012
554,,,,,2007
555,,,,,2012
556,,,,,2012
557,,,,,2011
558,,,,,2007
559,,,,,2011
