# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,
# Mon Mar 24 20:16:32 2014,,,,,,,,,,,,,
#,,,,,,,,,,,,,
# COLUMN pl_massj:       Planet Mass [jup] (val),,,,,,,,,,,,,
# COLUMN pl_massjerr1:   Planet Mass [jup] (upper unc),,,,,,,,,,,,,
# COLUMN pl_massjerr2:   Planet Mass [jup] (lower unc),,,,,,,,,,,,,
# COLUMN pl_massjlim:    Planet Mass [jup] (limit flag),,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius (val),,,,,,,,,,,,,
# COLUMN pl_radjerr1:    Planet Radius (upper unc),,,,,,,,,,,,,
# COLUMN pl_radjerr2:    Planet Radius (lower unc),,,,,,,,,,,,,
# COLUMN pl_radjlim:     Planet Radius (limit flag),,,,,,,,,,,,,
# COLUMN st_dist:        Distance (val),,,,,,,,,,,,,
# COLUMN st_disterr1:    Distance (upper unc),,,,,,,,,,,,,
# COLUMN st_disterr2:    Distance (lower unc),,,,,,,,,,,,,
# COLUMN st_distlim:     Distance (limit flag),,,,,,,,,,,,,
# COLUMN pl_disc:        Year of Discovery,,,,,,,,,,,,,
#,,,,,,,,,,,,,
rowid,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_dist,st_disterr1,st_disterr2,st_distlim,pl_disc
1622,0.503,0.019,-0.038,0,1.224,0.051,-0.052,0,,,,,2009
1623,0.96,0.13,-0.13,0,1.33,0.093,-0.093,0,140,15,-15,0,2008
1624,2.244,0.079,-0.093,0,1.038,0.007,-0.047,0,87,7,-7,0,2010
1625,3.15,0.13,-0.11,0,1.08,0.02,-0.02,0,90,20,-20,0,2008
1626,0.487,0.018,-0.018,0,1.005,0.032,-0.027,0,121.7,4.2,-4.2,0,2008
1627,1.41,0.1,-0.1,0,1.79,0.09,-0.09,0,,,,,2008
1628,0.477,0.044,-0.049,0,1.389,0.045,-0.056,0,155,18,-18,0,2009
1629,7.341,0.508,-0.496,0,1.281,0.075,-0.082,0,160,20,-20,0,2008
1630,0.542,0.05,-0.05,0,1.428,0.077,-0.077,0,,,,,2009
1631,0.855,0.043,-0.076,0,1.008,0.083,-0.06,0,,,,,2009
1632,0.49,0.059,-0.056,0,1.74,0.26,-0.23,0,400,60,-60,0,2009
1633,10.43,0.38,-0.38,0,1.165,0.057,-0.057,0,105.49,11.77,-15.14,0,2009
1634,1.168,0.023,-0.023,0,1.386,0.032,-0.032,0,250,80,-60,0,2009
1635,0.3,0.011,-0.011,0,1.07,0.06,-0.06,0,242,50,-30,0,2010
1636,0.588,0.017,-0.017,0,1.158,0.061,-0.038,0,300,,,0,2010
1637,0.884,0.088,-0.099,0,0.962,0.047,-0.056,0,,,,,2010
1638,1.071,0.036,-0.038,0,1.3,0.039,-0.038,0,,,,,2010
1639,0.58,0.04,-0.04,0,1.22,0.06,-0.05,0,,,,,2010
1640,1.028,0.021,-0.021,0,1.281,0.075,-0.075,0,250,15,-15,0,2010
1641,0.244,0.02,-0.02,0,0.792,0.056,-0.035,0,70,,,0,2010
1642,0.478,0.029,-0.029,0,1.549,0.05,-0.05,0,360,30,-30,0,2010
1643,3.6,0.07,-0.07,0,1.18,0.07,-0.07,0,,,,,2010
1644,4.1,,,1,1.497,0.045,-0.045,0,116.14,12.62,-16.13,0,2010
1645,0.59,0.01,-0.01,0,1.22,0.11,-0.08,0,120,15,-15,0,2010
1646,0.72,0.06,-0.06,0,1.32,0.05,-0.05,0,,,,,2011
1647,2.303,0.068,-0.068,0,1.281,0.029,-0.029,0,450,120,-120,0,2011
1648,1.8,0.17,-0.17,0,1.16,0.07,-0.06,0,343,36,-36,0,2010
1649,2.691,0.058,-0.058,0,1.094,0.029,-0.028,0,110,20,-20,0,2010
1650,0.28,0.03,-0.03,0,1.27,0.04,-0.04,0,230,80,-80,0,2011
1651,0.92,0.06,-0.06,0,1.2,0.06,-0.06,0,180,60,-60,0,2010
1652,0.5,0.035,-0.035,0,1.08,0.057,-0.057,0,160,40,-40,0,2012
1653,1.78,0.1,-0.1,0,0.93,0.07,-0.09,0,80,20,-20,0,2011
1654,0.889,0.062,-0.062,0,1.14,0.11,-0.11,0,,,,,2011
1655,1.007,0.053,-0.053,0,1.16,0.28,-0.14,0,,,,,2011
1656,2.101,0.073,-0.073,0,1.31,0.051,-0.051,0,,,,,2011
1657,1.14,0.05,-0.05,0,1.15,0.04,-0.02,0,200,30,-30,0,2012
1658,0.98,0.09,-0.09,0,1.67,0.1,-0.1,0,,,,,2011
1659,0.378,0.027,-0.027,0,1.115,0.047,-0.047,0,170,20,-20,0,2012
1660,1.468,0.091,-0.086,0,1.153,0.048,-0.048,0,230,40,-40,0,2011
1661,0.46,0.02,-0.02,0,1.27,0.03,-0.03,0,140,20,-20,0,2012
1662,0.636,0.025,-0.024,0,1.653,0.09,-0.083,0,200,30,-30,0,2012
1663,0.57,0.04,-0.04,0,1.3,0.05,-0.03,0,330,50,-50,0,2012
1664,0.571,0.034,-0.035,0,1.092,0.035,-0.033,0,255,40,-40,0,2012
1665,0.672,0.049,-0.046,0,0.916,0.017,-0.014,0,455,80,-80,0,2012
1666,0.89,0.07,-0.07,0,1.37,0.2,-0.2,0,300,50,-50,0,2012
1667,0.863,0.045,-0.045,0,0.775,0.068,-0.068,0,125,25,-25,0,2012
1668,0.514,0.034,-0.034,0,0.86,0.12,-0.12,0,400,60,-60,0,2012
1669,2.06,0.17,-0.17,0,1.24,0.03,-0.03,0,480,65,-65,0,2012
1670,0.57,0.04,-0.04,0,1.39,0.06,-0.06,0,160,30,-30,0,2012
1671,0.38,0.03,-0.03,0,1.43,0.1,-0.06,0,330,50,-50,0,2012
1672,1.271,0.068,-0.068,0,1.271,0.039,-0.039,0,350,90,-90,0,2012
1673,1.55,0.16,-0.16,0,1.112,0.059,-0.059,0,310,50,-50,0,2013
1674,2.32,0.13,-0.13,0,1.39,0.09,-0.09,0,380,100,-100,0,2012
1675,0.42,0.04,-0.04,0,1.4,0.3,-0.2,0,225,45,-45,0,2012
1676,2.242,0.08,-0.08,0,1.46,0.13,-0.13,0,345,32,-32,0,2012
1677,1.5461,0.059,-0.056,0,1.27,0.2,-0.2,0,340,60,-60,0,2012
1678,1.07,0.05,-0.05,0,1.27,0.048,-0.048,0,260,70,-70,0,2013
1679,1.76,0.06,-0.06,0,1.21,0.02,-0.02,0,93,5,-5,0,2012
1680,0.89,0.08,-0.08,0,1.7,0.11,-0.11,0,550,120,-120,0,2012
1681,0.9,0.08,-0.08,0,2.09,0.14,-0.14,0,240,50,-50,0,2012
1682,0.554,0.03,-0.039,0,0.952,0.026,-0.027,0,60,20,-20,0,2012
1683,1.49,0.088,-0.088,0,1.528,0.073,-0.047,0,470,35,-35,0,2014
1684,7.5,1.5,-1.5,0,,,,,19.2,0.6,-0.6,0,2011
1685,4.01,0.35,-0.35,0,1.49,0.16,-0.18,0,3200,900,-400,0,2012
1686,1.12,0.16,-0.16,0,1.363,0.061,-0.061,0,1000,,,0,2014
1687,22,2,-2,0,0.934,0.029,-0.029,0,10.1,1.9,-1.4,0,2012
1688,0.92,0.08,-0.08,0,1.21,0.03,-0.03,0,172,12,-12,0,2006
1689,0.565,0.054,-0.054,0,0.996,0.031,-0.018,0,148,10,-10,0,2007
1690,11.79,0.59,-0.59,0,1.217,0.073,-0.073,0,174,18,-18,0,2007
1691,1.78,0.08,-0.08,0,1.33,0.05,-0.05,0,293,19,-19,0,2008
1692,1.059,0.028,-0.028,0,1.109,0.05,-0.05,0,260,12,-12,0,2008
