rowid,koi_pdisposition,koi_disposition,koi_prad,
6864,FALSE POSITIVE,FALSE POSITIVE,1.754,0
195,FALSE POSITIVE,FALSE POSITIVE,1.7546,0
7068,NOT DISPOSITIONED,NOT DISPOSITIONED,1.755,0
27,FALSE POSITIVE,FALSE POSITIVE,1.756,0
4628,CANDIDATE,CONFIRMED,1.757,1
5340,FALSE POSITIVE,FALSE POSITIVE,1.759,0
643,CANDIDATE,CANDIDATE,1.76,1
1406,CANDIDATE,CONFIRMED,1.76,1
1478,FALSE POSITIVE,FALSE POSITIVE,1.76,0
2139,CANDIDATE,CANDIDATE,1.76,1
2572,CANDIDATE,CONFIRMED,1.76,1
2778,FALSE POSITIVE,FALSE POSITIVE,1.76,0
4444,FALSE POSITIVE,FALSE POSITIVE,1.76,0
4711,FALSE POSITIVE,FALSE POSITIVE,1.76,0
5737,FALSE POSITIVE,FALSE POSITIVE,1.76,0
5864,FALSE POSITIVE,FALSE POSITIVE,1.76,0
5932,NOT DISPOSITIONED,NOT DISPOSITIONED,1.76,0
6163,FALSE POSITIVE,FALSE POSITIVE,1.76,0
6184,FALSE POSITIVE,FALSE POSITIVE,1.76,0
6092,FALSE POSITIVE,FALSE POSITIVE,1.762,0
5246,FALSE POSITIVE,FALSE POSITIVE,1.767,0
5277,FALSE POSITIVE,FALSE POSITIVE,1.769,0
335,CANDIDATE,CONFIRMED,1.77,1
412,CANDIDATE,CONFIRMED,1.77,1
1110,CANDIDATE,CANDIDATE,1.77,1
1675,CANDIDATE,CANDIDATE,1.77,1
1957,CANDIDATE,CANDIDATE,1.77,1
2190,CANDIDATE,CANDIDATE,1.77,1
2460,CANDIDATE,CANDIDATE,1.77,1
2471,CANDIDATE,CANDIDATE,1.77,1
3738,CANDIDATE,CANDIDATE,1.77,1
4167,FALSE POSITIVE,FALSE POSITIVE,1.77,0
4909,CANDIDATE,CANDIDATE,1.77,1
5915,CANDIDATE,CANDIDATE,1.77,1
6345,FALSE POSITIVE,FALSE POSITIVE,1.77,0
6431,NOT DISPOSITIONED,NOT DISPOSITIONED,1.77,0
5825,FALSE POSITIVE,FALSE POSITIVE,1.773,0
6461,NOT DISPOSITIONED,NOT DISPOSITIONED,1.773,0
7081,NOT DISPOSITIONED,NOT DISPOSITIONED,1.773,0
5383,FALSE POSITIVE,FALSE POSITIVE,1.775,0
4902,CANDIDATE,CANDIDATE,1.777,1
6217,CANDIDATE,CANDIDATE,1.778,1
1086,CANDIDATE,CONFIRMED,1.78,1
2614,CANDIDATE,CANDIDATE,1.78,1
2628,CANDIDATE,CANDIDATE,1.78,1
2646,CANDIDATE,CANDIDATE,1.78,1
2966,CANDIDATE,CANDIDATE,1.78,1
3854,FALSE POSITIVE,FALSE POSITIVE,1.78,0
4997,CANDIDATE,CANDIDATE,1.78,1
6183,CANDIDATE,CANDIDATE,1.78,1
6354,NOT DISPOSITIONED,NOT DISPOSITIONED,1.78,0
6404,FALSE POSITIVE,FALSE POSITIVE,1.78,0
6815,FALSE POSITIVE,FALSE POSITIVE,1.78,0
81,CANDIDATE,CANDIDATE,1.781,1
22,CANDIDATE,CANDIDATE,1.789,1
567,CANDIDATE,CANDIDATE,1.79,1
602,CANDIDATE,CANDIDATE,1.79,1
812,CANDIDATE,CANDIDATE,1.79,1
1378,CANDIDATE,CONFIRMED,1.79,1
1733,CANDIDATE,CANDIDATE,1.79,1
2486,CANDIDATE,CANDIDATE,1.79,1
2571,CANDIDATE,CONFIRMED,1.79,1
2972,CANDIDATE,CANDIDATE,1.79,1
3801,CANDIDATE,CONFIRMED,1.79,1
4194,FALSE POSITIVE,FALSE POSITIVE,1.79,0
4702,CANDIDATE,CANDIDATE,1.79,1
5491,FALSE POSITIVE,FALSE POSITIVE,1.79,0
5694,FALSE POSITIVE,FALSE POSITIVE,1.79,0
5939,FALSE POSITIVE,FALSE POSITIVE,1.79,0
6276,CANDIDATE,CANDIDATE,1.79,1
6993,NOT DISPOSITIONED,NOT DISPOSITIONED,1.793,0
103,FALSE POSITIVE,FALSE POSITIVE,1.795,0
5146,FALSE POSITIVE,FALSE POSITIVE,1.799,0
80,FALSE POSITIVE,FALSE POSITIVE,1.8,0
101,CANDIDATE,CANDIDATE,1.8,1
168,FALSE POSITIVE,FALSE POSITIVE,1.8,0
581,CANDIDATE,CANDIDATE,1.8,1
671,FALSE POSITIVE,FALSE POSITIVE,1.8,0
874,FALSE POSITIVE,FALSE POSITIVE,1.8,0
927,CANDIDATE,CANDIDATE,1.8,1
1055,CANDIDATE,CANDIDATE,1.8,1
1104,CANDIDATE,CANDIDATE,1.8,1
1222,FALSE POSITIVE,FALSE POSITIVE,1.8,0
1731,CANDIDATE,CONFIRMED,1.8,1
1994,CANDIDATE,CANDIDATE,1.8,1
2046,CANDIDATE,CANDIDATE,1.8,1
2104,CANDIDATE,CANDIDATE,1.8,1
2140,CANDIDATE,CANDIDATE,1.8,1
2182,CANDIDATE,CANDIDATE,1.8,1
2256,FALSE POSITIVE,FALSE POSITIVE,1.8,0
2296,CANDIDATE,CANDIDATE,1.8,1
2325,CANDIDATE,CANDIDATE,1.8,1
2363,CANDIDATE,CANDIDATE,1.8,1
2438,CANDIDATE,CANDIDATE,1.8,1
2485,FALSE POSITIVE,FALSE POSITIVE,1.8,0
2496,FALSE POSITIVE,FALSE POSITIVE,1.8,0
2552,CANDIDATE,CANDIDATE,1.8,1
2560,CANDIDATE,CANDIDATE,1.8,1
2693,CANDIDATE,CONFIRMED,1.8,1
2696,CANDIDATE,CANDIDATE,1.8,1
2723,FALSE POSITIVE,FALSE POSITIVE,1.8,0
2724,CANDIDATE,CANDIDATE,1.8,1
2726,FALSE POSITIVE,FALSE POSITIVE,1.8,0
2773,CANDIDATE,CANDIDATE,1.8,1
3004,CANDIDATE,CANDIDATE,1.8,1
3132,CANDIDATE,CANDIDATE,1.8,1
3491,FALSE POSITIVE,FALSE POSITIVE,1.8,0
3493,CANDIDATE,CANDIDATE,1.8,1
3498,FALSE POSITIVE,FALSE POSITIVE,1.8,0
3542,CANDIDATE,CANDIDATE,1.8,1
3543,FALSE POSITIVE,FALSE POSITIVE,1.8,0
3701,CANDIDATE,CANDIDATE,1.8,1
3787,CANDIDATE,CONFIRMED,1.8,1
3934,FALSE POSITIVE,FALSE POSITIVE,1.8,0
3945,CANDIDATE,CANDIDATE,1.8,1
3963,CANDIDATE,CANDIDATE,1.8,1
3986,CANDIDATE,CANDIDATE,1.8,1
4013,FALSE POSITIVE,FALSE POSITIVE,1.8,0
4053,FALSE POSITIVE,FALSE POSITIVE,1.8,0
4101,FALSE POSITIVE,FALSE POSITIVE,1.8,0
4166,FALSE POSITIVE,FALSE POSITIVE,1.8,0
4268,FALSE POSITIVE,FALSE POSITIVE,1.8,0
4349,FALSE POSITIVE,FALSE POSITIVE,1.8,0
4436,FALSE POSITIVE,FALSE POSITIVE,1.8,0
4763,CANDIDATE,CANDIDATE,1.8,1
5018,FALSE POSITIVE,FALSE POSITIVE,1.8,0
5214,FALSE POSITIVE,FALSE POSITIVE,1.8,0
5539,CANDIDATE,CANDIDATE,1.8,1
5673,FALSE POSITIVE,FALSE POSITIVE,1.8,0
5698,FALSE POSITIVE,FALSE POSITIVE,1.8,0
5756,FALSE POSITIVE,FALSE POSITIVE,1.8,0
6146,FALSE POSITIVE,FALSE POSITIVE,1.8,0
6193,NOT DISPOSITIONED,NOT DISPOSITIONED,1.8,0
6767,NOT DISPOSITIONED,NOT DISPOSITIONED,1.8,0
6918,CANDIDATE,CANDIDATE,1.8,1
6443,NOT DISPOSITIONED,NOT DISPOSITIONED,1.801,0
6937,NOT DISPOSITIONED,NOT DISPOSITIONED,1.802,0
5990,NOT DISPOSITIONED,NOT DISPOSITIONED,1.807,0
6548,NOT DISPOSITIONED,NOT DISPOSITIONED,1.809,0
731,FALSE POSITIVE,FALSE POSITIVE,1.81,0
2057,FALSE POSITIVE,FALSE POSITIVE,1.81,0
2372,CANDIDATE,CONFIRMED,1.81,1
2556,FALSE POSITIVE,FALSE POSITIVE,1.81,0
2865,CANDIDATE,CANDIDATE,1.81,1
3631,CANDIDATE,CONFIRMED,1.81,1
7166,NOT DISPOSITIONED,NOT DISPOSITIONED,1.81,0
376,CANDIDATE,CONFIRMED,1.812,1
4873,CANDIDATE,CANDIDATE,1.812,1
4498,CANDIDATE,CANDIDATE,1.815,1
6676,FALSE POSITIVE,FALSE POSITIVE,1.819,0
202,FALSE POSITIVE,FALSE POSITIVE,1.82,0
644,CANDIDATE,CONFIRMED,1.82,1
1475,FALSE POSITIVE,FALSE POSITIVE,1.82,0
1535,CANDIDATE,CANDIDATE,1.82,1
1648,CANDIDATE,CANDIDATE,1.82,1
1656,CANDIDATE,CONFIRMED,1.82,1
1912,CANDIDATE,CONFIRMED,1.82,1
2334,CANDIDATE,CANDIDATE,1.82,1
2403,CANDIDATE,CANDIDATE,1.82,1
2648,CANDIDATE,CANDIDATE,1.82,1
2850,CANDIDATE,CONFIRMED,1.82,1
3427,CANDIDATE,CANDIDATE,1.82,1
3572,CANDIDATE,CANDIDATE,1.82,1
3600,CANDIDATE,CANDIDATE,1.82,1
4208,FALSE POSITIVE,FALSE POSITIVE,1.82,0
4333,FALSE POSITIVE,FALSE POSITIVE,1.82,0
5641,CANDIDATE,CANDIDATE,1.82,1
6024,FALSE POSITIVE,FALSE POSITIVE,1.82,0
6528,CANDIDATE,CANDIDATE,1.82,1
6630,FALSE POSITIVE,FALSE POSITIVE,1.82,0
6679,CANDIDATE,CANDIDATE,1.82,1
7277,NOT DISPOSITIONED,NOT DISPOSITIONED,1.82,0
5274,FALSE POSITIVE,FALSE POSITIVE,1.829,0
349,FALSE POSITIVE,FALSE POSITIVE,1.83,0
1023,CANDIDATE,CANDIDATE,1.83,1
2662,CANDIDATE,CANDIDATE,1.83,1
3089,CANDIDATE,CANDIDATE,1.83,1
3291,FALSE POSITIVE,FALSE POSITIVE,1.83,0
3607,CANDIDATE,CANDIDATE,1.83,1
3610,FALSE POSITIVE,FALSE POSITIVE,1.83,0
3807,CANDIDATE,CONFIRMED,1.83,1
4006,CANDIDATE,CANDIDATE,1.83,1
4156,FALSE POSITIVE,FALSE POSITIVE,1.83,0
4200,CANDIDATE,CANDIDATE,1.83,1
4326,FALSE POSITIVE,FALSE POSITIVE,1.83,0
5724,CANDIDATE,CANDIDATE,1.83,1
5855,FALSE POSITIVE,FALSE POSITIVE,1.83,0
6985,NOT DISPOSITIONED,NOT DISPOSITIONED,1.83,0
6591,NOT DISPOSITIONED,NOT DISPOSITIONED,1.8357,0
6852,FALSE POSITIVE,FALSE POSITIVE,1.8359,0
4901,CANDIDATE,CANDIDATE,1.838,1
4977,FALSE POSITIVE,FALSE POSITIVE,1.838,0
5100,CANDIDATE,CANDIDATE,1.838,1
1095,FALSE POSITIVE,FALSE POSITIVE,1.84,0
1114,CANDIDATE,CANDIDATE,1.84,1
1237,CANDIDATE,CANDIDATE,1.84,1
2761,CANDIDATE,CONFIRMED,1.84,1
2788,CANDIDATE,CONFIRMED,1.84,1
2903,CANDIDATE,CONFIRMED,1.84,1
3054,CANDIDATE,CONFIRMED,1.84,1
3171,CANDIDATE,CANDIDATE,1.84,1
3637,CANDIDATE,CONFIRMED,1.84,1
3659,CANDIDATE,CANDIDATE,1.84,1
5063,CANDIDATE,CANDIDATE,1.84,1
5851,CANDIDATE,CANDIDATE,1.84,1
6053,CANDIDATE,CANDIDATE,1.84,1
6394,NOT DISPOSITIONED,NOT DISPOSITIONED,1.84,0
6997,NOT DISPOSITIONED,NOT DISPOSITIONED,1.84,0
7269,NOT DISPOSITIONED,NOT DISPOSITIONED,1.84,0
5204,CANDIDATE,CANDIDATE,1.842,1
6303,NOT DISPOSITIONED,NOT DISPOSITIONED,1.842,0
6547,NOT DISPOSITIONED,NOT DISPOSITIONED,1.844,0
5430,FALSE POSITIVE,FALSE POSITIVE,1.845,0
7253,NOT DISPOSITIONED,NOT DISPOSITIONED,1.846,0
586,FALSE POSITIVE,FALSE POSITIVE,1.847,0
4460,FALSE POSITIVE,FALSE POSITIVE,1.847,0
555,CANDIDATE,CANDIDATE,1.85,1
755,CANDIDATE,CONFIRMED,1.85,1
1513,CANDIDATE,CANDIDATE,1.85,1
1667,CANDIDATE,CONFIRMED,1.85,1
1671,CANDIDATE,CANDIDATE,1.85,1
