rowid,koi_pdisposition,koi_disposition,koi_prad,
6710,NOT DISPOSITIONED,NOT DISPOSITIONED,2,0
1495,CANDIDATE,CONFIRMED,2.01,1
1794,CANDIDATE,CONFIRMED,2.01,1
2626,CANDIDATE,CANDIDATE,2.01,1
5917,NOT DISPOSITIONED,NOT DISPOSITIONED,2.01,0
6049,CANDIDATE,CANDIDATE,2.01,1
6154,NOT DISPOSITIONED,NOT DISPOSITIONED,2.01,0
6406,FALSE POSITIVE,FALSE POSITIVE,2.01,0
6740,FALSE POSITIVE,FALSE POSITIVE,2.01,0
6957,NOT DISPOSITIONED,NOT DISPOSITIONED,2.01,0
7198,NOT DISPOSITIONED,NOT DISPOSITIONED,2.01,0
4900,CANDIDATE,CANDIDATE,2.014,1
171,CANDIDATE,CANDIDATE,2.017,1
438,CANDIDATE,CANDIDATE,2.018,1
5906,FALSE POSITIVE,FALSE POSITIVE,2.018,0
6161,NOT DISPOSITIONED,NOT DISPOSITIONED,2.019,0
7168,NOT DISPOSITIONED,NOT DISPOSITIONED,2.019,0
12,CANDIDATE,CANDIDATE,2.02,1
113,CANDIDATE,CONFIRMED,2.02,1
628,CANDIDATE,CONFIRMED,2.02,1
781,CANDIDATE,CANDIDATE,2.02,1
861,CANDIDATE,CANDIDATE,2.02,1
878,CANDIDATE,CANDIDATE,2.02,1
1722,CANDIDATE,CANDIDATE,2.02,1
1811,CANDIDATE,CANDIDATE,2.02,1
2026,CANDIDATE,CANDIDATE,2.02,1
2394,CANDIDATE,CANDIDATE,2.02,1
2801,CANDIDATE,CANDIDATE,2.02,1
3302,CANDIDATE,CONFIRMED,2.02,1
3399,CANDIDATE,CANDIDATE,2.02,1
3568,FALSE POSITIVE,FALSE POSITIVE,2.02,0
3692,CANDIDATE,CONFIRMED,2.02,1
6224,CANDIDATE,CANDIDATE,2.02,1
6233,CANDIDATE,CANDIDATE,2.02,1
6279,CANDIDATE,CANDIDATE,2.02,1
6772,CANDIDATE,CANDIDATE,2.02,1
5284,FALSE POSITIVE,FALSE POSITIVE,2.024,0
5154,FALSE POSITIVE,FALSE POSITIVE,2.025,0
5944,NOT DISPOSITIONED,NOT DISPOSITIONED,2.027,0
362,CANDIDATE,CANDIDATE,2.03,1
1091,CANDIDATE,CANDIDATE,2.03,1
1588,CANDIDATE,CANDIDATE,2.03,1
1878,CANDIDATE,CONFIRMED,2.03,1
4042,CANDIDATE,CANDIDATE,2.03,1
5886,CANDIDATE,CANDIDATE,2.03,1
6240,NOT DISPOSITIONED,NOT DISPOSITIONED,2.03,0
7264,NOT DISPOSITIONED,NOT DISPOSITIONED,2.03,0
6849,FALSE POSITIVE,FALSE POSITIVE,2.0369,0
649,CANDIDATE,CANDIDATE,2.04,1
1502,CANDIDATE,CONFIRMED,2.04,1
1665,CANDIDATE,CANDIDATE,2.04,1
1772,CANDIDATE,CANDIDATE,2.04,1
1832,CANDIDATE,CANDIDATE,2.04,1
2371,CANDIDATE,CONFIRMED,2.04,1
2592,CANDIDATE,CANDIDATE,2.04,1
2604,CANDIDATE,CANDIDATE,2.04,1
2704,CANDIDATE,CANDIDATE,2.04,1
2818,CANDIDATE,CANDIDATE,2.04,1
3597,CANDIDATE,CONFIRMED,2.04,1
3775,CANDIDATE,CONFIRMED,2.04,1
4056,CANDIDATE,CANDIDATE,2.04,1
5313,CANDIDATE,CANDIDATE,2.04,1
5633,FALSE POSITIVE,FALSE POSITIVE,2.04,0
6824,NOT DISPOSITIONED,NOT DISPOSITIONED,2.04,0
4347,CANDIDATE,CANDIDATE,2.044,1
769,CANDIDATE,CANDIDATE,2.05,1
866,CANDIDATE,CANDIDATE,2.05,1
3139,CANDIDATE,CONFIRMED,2.05,1
3836,CANDIDATE,CONFIRMED,2.05,1
4397,FALSE POSITIVE,FALSE POSITIVE,2.05,0
4865,CANDIDATE,CANDIDATE,2.05,1
4941,CANDIDATE,CANDIDATE,2.05,1
6258,FALSE POSITIVE,FALSE POSITIVE,2.05,0
7093,NOT DISPOSITIONED,NOT DISPOSITIONED,2.05,0
562,CANDIDATE,CONFIRMED,2.06,1
831,CANDIDATE,CANDIDATE,2.06,1
1643,FALSE POSITIVE,FALSE POSITIVE,2.06,0
1792,CANDIDATE,CONFIRMED,2.06,1
1795,CANDIDATE,CONFIRMED,2.06,1
3058,CANDIDATE,CONFIRMED,2.06,1
3223,CANDIDATE,CANDIDATE,2.06,1
3404,CANDIDATE,CANDIDATE,2.06,1
5530,CANDIDATE,CANDIDATE,2.06,1
6105,FALSE POSITIVE,FALSE POSITIVE,2.06,0
6361,FALSE POSITIVE,FALSE POSITIVE,2.06,0
6939,NOT DISPOSITIONED,NOT DISPOSITIONED,2.06,0
7076,NOT DISPOSITIONED,NOT DISPOSITIONED,2.06,0
7177,NOT DISPOSITIONED,NOT DISPOSITIONED,2.06,0
6693,FALSE POSITIVE,FALSE POSITIVE,2.064,0
270,CANDIDATE,CANDIDATE,2.07,1
664,CANDIDATE,CONFIRMED,2.07,1
734,CANDIDATE,CANDIDATE,2.07,1
1405,CANDIDATE,CONFIRMED,2.07,1
1814,CANDIDATE,CANDIDATE,2.07,1
1913,CANDIDATE,CONFIRMED,2.07,1
2478,CANDIDATE,CONFIRMED,2.07,1
2741,CANDIDATE,CANDIDATE,2.07,1
2754,CANDIDATE,CANDIDATE,2.07,1
4451,CANDIDATE,CANDIDATE,2.07,1
5065,CANDIDATE,CANDIDATE,2.07,1
5191,FALSE POSITIVE,FALSE POSITIVE,2.07,0
5925,FALSE POSITIVE,FALSE POSITIVE,2.07,0
6110,FALSE POSITIVE,FALSE POSITIVE,2.07,0
6115,FALSE POSITIVE,FALSE POSITIVE,2.07,0
6335,CANDIDATE,CANDIDATE,2.07,1
6416,NOT DISPOSITIONED,NOT DISPOSITIONED,2.07,0
6482,NOT DISPOSITIONED,NOT DISPOSITIONED,2.07,0
6820,NOT DISPOSITIONED,NOT DISPOSITIONED,2.07,0
7150,NOT DISPOSITIONED,NOT DISPOSITIONED,2.07,0
7248,NOT DISPOSITIONED,NOT DISPOSITIONED,2.07,0
5360,FALSE POSITIVE,FALSE POSITIVE,2.071,0
5420,CANDIDATE,CANDIDATE,2.072,1
6027,FALSE POSITIVE,FALSE POSITIVE,2.075,0
6372,NOT DISPOSITIONED,NOT DISPOSITIONED,2.076,0
5408,FALSE POSITIVE,FALSE POSITIVE,2.078,0
1034,CANDIDATE,CANDIDATE,2.08,1
1796,CANDIDATE,CONFIRMED,2.08,1
2348,CANDIDATE,CONFIRMED,2.08,1
2852,CANDIDATE,CONFIRMED,2.08,1
2857,CANDIDATE,CANDIDATE,2.08,1
4093,CANDIDATE,CANDIDATE,2.08,1
4238,FALSE POSITIVE,FALSE POSITIVE,2.08,0
5821,CANDIDATE,CANDIDATE,2.08,1
6239,NOT DISPOSITIONED,NOT DISPOSITIONED,2.08,0
6318,FALSE POSITIVE,FALSE POSITIVE,2.08,0
6462,CANDIDATE,CANDIDATE,2.08,1
6485,CANDIDATE,CANDIDATE,2.08,1
6013,FALSE POSITIVE,FALSE POSITIVE,2.081,0
4440,CANDIDATE,CANDIDATE,2.082,1
5251,CANDIDATE,CANDIDATE,2.083,1
83,FALSE POSITIVE,FALSE POSITIVE,2.09,0
180,CANDIDATE,CONFIRMED,2.09,1
1021,CANDIDATE,CONFIRMED,2.09,1
2078,CANDIDATE,CONFIRMED,2.09,1
2412,CANDIDATE,CANDIDATE,2.09,1
3657,CANDIDATE,CANDIDATE,2.09,1
3940,CANDIDATE,CANDIDATE,2.09,1
3967,CANDIDATE,CANDIDATE,2.09,1
5800,CANDIDATE,CANDIDATE,2.09,1
6117,NOT DISPOSITIONED,NOT DISPOSITIONED,2.09,0
4094,CANDIDATE,CANDIDATE,2.091,1
72,FALSE POSITIVE,FALSE POSITIVE,2.1,0
284,CANDIDATE,CONFIRMED,2.1,1
363,CANDIDATE,CANDIDATE,2.1,1
394,FALSE POSITIVE,FALSE POSITIVE,2.1,0
444,CANDIDATE,CONFIRMED,2.1,1
490,CANDIDATE,CONFIRMED,2.1,1
546,CANDIDATE,CANDIDATE,2.1,1
593,FALSE POSITIVE,CONFIRMED,2.1,0
969,CANDIDATE,CANDIDATE,2.1,1
998,FALSE POSITIVE,FALSE POSITIVE,2.1,0
1063,FALSE POSITIVE,FALSE POSITIVE,2.1,0
1090,CANDIDATE,CANDIDATE,2.1,1
1123,CANDIDATE,CANDIDATE,2.1,1
1160,FALSE POSITIVE,FALSE POSITIVE,2.1,0
1251,CANDIDATE,CANDIDATE,2.1,1
1344,CANDIDATE,CANDIDATE,2.1,1
1388,CANDIDATE,CANDIDATE,2.1,1
1525,FALSE POSITIVE,FALSE POSITIVE,2.1,0
1678,CANDIDATE,CANDIDATE,2.1,1
1725,CANDIDATE,CANDIDATE,2.1,1
1745,FALSE POSITIVE,FALSE POSITIVE,2.1,0
1841,FALSE POSITIVE,FALSE POSITIVE,2.1,0
1873,CANDIDATE,CANDIDATE,2.1,1
1970,CANDIDATE,CANDIDATE,2.1,1
2199,CANDIDATE,CANDIDATE,2.1,1
2382,CANDIDATE,CANDIDATE,2.1,1
2480,FALSE POSITIVE,FALSE POSITIVE,2.1,0
2528,CANDIDATE,CANDIDATE,2.1,1
2577,CANDIDATE,CONFIRMED,2.1,1
2600,CANDIDATE,CANDIDATE,2.1,1
2733,CANDIDATE,CONFIRMED,2.1,1
2789,CANDIDATE,CANDIDATE,2.1,1
2886,CANDIDATE,CANDIDATE,2.1,1
2924,CANDIDATE,CANDIDATE,2.1,1
2976,CANDIDATE,CONFIRMED,2.1,1
3102,CANDIDATE,CANDIDATE,2.1,1
3140,CANDIDATE,CONFIRMED,2.1,1
3141,CANDIDATE,CONFIRMED,2.1,1
3147,CANDIDATE,CANDIDATE,2.1,1
3271,CANDIDATE,CANDIDATE,2.1,1
3364,CANDIDATE,CANDIDATE,2.1,1
3388,CANDIDATE,CONFIRMED,2.1,1
3407,CANDIDATE,CANDIDATE,2.1,1
3441,CANDIDATE,CANDIDATE,2.1,1
3475,CANDIDATE,CONFIRMED,2.1,1
3477,FALSE POSITIVE,FALSE POSITIVE,2.1,0
3644,FALSE POSITIVE,FALSE POSITIVE,2.1,0
3774,CANDIDATE,CONFIRMED,2.1,1
3852,CANDIDATE,CANDIDATE,2.1,1
3930,FALSE POSITIVE,FALSE POSITIVE,2.1,0
3982,FALSE POSITIVE,FALSE POSITIVE,2.1,0
4121,FALSE POSITIVE,FALSE POSITIVE,2.1,0
4209,FALSE POSITIVE,FALSE POSITIVE,2.1,0
4401,FALSE POSITIVE,FALSE POSITIVE,2.1,0
5496,FALSE POSITIVE,FALSE POSITIVE,2.1,0
5571,FALSE POSITIVE,FALSE POSITIVE,2.1,0
5648,FALSE POSITIVE,FALSE POSITIVE,2.1,0
5666,FALSE POSITIVE,FALSE POSITIVE,2.1,0
5695,FALSE POSITIVE,FALSE POSITIVE,2.1,0
5758,CANDIDATE,CANDIDATE,2.1,1
6054,FALSE POSITIVE,FALSE POSITIVE,2.1,0
6519,FALSE POSITIVE,FALSE POSITIVE,2.1,0
6622,NOT DISPOSITIONED,NOT DISPOSITIONED,2.1,0
7119,NOT DISPOSITIONED,NOT DISPOSITIONED,2.1,0
4633,CANDIDATE,CANDIDATE,2.106,1
6663,NOT DISPOSITIONED,NOT DISPOSITIONED,2.108,0
467,FALSE POSITIVE,FALSE POSITIVE,2.11,0
1488,CANDIDATE,CANDIDATE,2.11,1
2226,CANDIDATE,CANDIDATE,2.11,1
2235,CANDIDATE,CANDIDATE,2.11,1
3198,CANDIDATE,CANDIDATE,2.11,1
897,CANDIDATE,CONFIRMED,2.12,1
1815,CANDIDATE,CANDIDATE,2.12,1
2376,CANDIDATE,CANDIDATE,2.12,1
2477,CANDIDATE,CANDIDATE,2.12,1
2520,CANDIDATE,CANDIDATE,2.12,1
3046,FALSE POSITIVE,FALSE POSITIVE,2.12,0
4203,FALSE POSITIVE,FALSE POSITIVE,2.12,0
6359,NOT DISPOSITIONED,NOT DISPOSITIONED,2.12,0
6810,NOT DISPOSITIONED,NOT DISPOSITIONED,2.12,0
5219,FALSE POSITIVE,FALSE POSITIVE,2.123,0
6156,CANDIDATE,CANDIDATE,2.123,1
7165,NOT DISPOSITIONED,NOT DISPOSITIONED,2.125,0
1128,CANDIDATE,CANDIDATE,2.13,1
1629,CANDIDATE,CANDIDATE,2.13,1
2212,CANDIDATE,CANDIDATE,2.13,1
2336,CANDIDATE,CANDIDATE,2.13,1
3188,CANDIDATE,CANDIDATE,2.13,1
6096,CANDIDATE,CANDIDATE,2.13,1
6355,CANDIDATE,CANDIDATE,2.13,1
6438,FALSE POSITIVE,FALSE POSITIVE,2.13,0
6905,CANDIDATE,CANDIDATE,2.13,1
7225,NOT DISPOSITIONED,NOT DISPOSITIONED,2.13,0
4067,CANDIDATE,CANDIDATE,2.137,1
378,FALSE POSITIVE,FALSE POSITIVE,2.14,0
770,CANDIDATE,CANDIDATE,2.14,1
1124,CANDIDATE,CANDIDATE,2.14,1
1186,CANDIDATE,CONFIRMED,2.14,1
1327,CANDIDATE,CANDIDATE,2.14,1
1594,CANDIDATE,CANDIDATE,2.14,1
1708,CANDIDATE,CONFIRMED,2.14,1
1866,CANDIDATE,CANDIDATE,2.14,1
2590,CANDIDATE,CONFIRMED,2.14,1
2939,CANDIDATE,CONFIRMED,2.14,1
3061,CANDIDATE,CANDIDATE,2.14,1
3417,CANDIDATE,CANDIDATE,2.14,1
3689,CANDIDATE,CANDIDATE,2.14,1
3825,CANDIDATE,CONFIRMED,2.14,1
4861,FALSE POSITIVE,FALSE POSITIVE,2.14,0
5188,FALSE POSITIVE,FALSE POSITIVE,2.14,0
5884,FALSE POSITIVE,FALSE POSITIVE,2.14,0
5984,FALSE POSITIVE,FALSE POSITIVE,2.14,0
6268,NOT DISPOSITIONED,NOT DISPOSITIONED,2.14,0
6365,NOT DISPOSITIONED,NOT DISPOSITIONED,2.14,0
6378,FALSE POSITIVE,FALSE POSITIVE,2.14,0
6459,CANDIDATE,CANDIDATE,2.14,1
6052,FALSE POSITIVE,FALSE POSITIVE,2.149,0
808,CANDIDATE,CONFIRMED,2.15,1
1101,CANDIDATE,CANDIDATE,2.15,1
1293,CANDIDATE,CANDIDATE,2.15,1
1305,CANDIDATE,CONFIRMED,2.15,1
2516,CANDIDATE,CANDIDATE,2.15,1
3064,CANDIDATE,CANDIDATE,2.15,1
4206,CANDIDATE,CANDIDATE,2.15,1
6398,FALSE POSITIVE,FALSE POSITIVE,2.15,0
6826,NOT DISPOSITIONED,NOT DISPOSITIONED,2.15,0
5393,FALSE POSITIVE,FALSE POSITIVE,2.151,0
6093,NOT DISPOSITIONED,NOT DISPOSITIONED,2.154,0
6246,NOT DISPOSITIONED,NOT DISPOSITIONED,2.156,0
4765,FALSE POSITIVE,FALSE POSITIVE,2.1578,0
1142,CANDIDATE,CANDIDATE,2.16,1
1661,CANDIDATE,CANDIDATE,2.16,1
1746,CANDIDATE,CONFIRMED,2.16,1
2269,CANDIDATE,CANDIDATE,2.16,1
2811,CANDIDATE,CONFIRMED,2.16,1
3776,CANDIDATE,CONFIRMED,2.16,1
3805,CANDIDATE,CANDIDATE,2.16,1
5080,CANDIDATE,CANDIDATE,2.16,1
5121,FALSE POSITIVE,FALSE POSITIVE,2.16,0
5754,FALSE POSITIVE,FALSE POSITIVE,2.16,0
5927,NOT DISPOSITIONED,NOT DISPOSITIONED,2.16,0
6131,FALSE POSITIVE,FALSE POSITIVE,2.16,0
6579,NOT DISPOSITIONED,NOT DISPOSITIONED,2.16,0
71,FALSE POSITIVE,FALSE POSITIVE,2.165,0
112,CANDIDATE,CONFIRMED,2.17,1
443,CANDIDATE,CONFIRMED,2.17,1
524,CANDIDATE,CONFIRMED,2.17,1
1029,FALSE POSITIVE,FALSE POSITIVE,2.17,0
1506,CANDIDATE,CONFIRMED,2.17,1
1619,CANDIDATE,CANDIDATE,2.17,1
2816,CANDIDATE,CANDIDATE,2.17,1
3116,CANDIDATE,CANDIDATE,2.17,1
3162,FALSE POSITIVE,FALSE POSITIVE,2.17,0
3942,CANDIDATE,CANDIDATE,2.17,1
5017,FALSE POSITIVE,FALSE POSITIVE,2.17,0
5588,FALSE POSITIVE,FALSE POSITIVE,2.17,0
6016,FALSE POSITIVE,FALSE POSITIVE,2.17,0
6986,NOT DISPOSITIONED,NOT DISPOSITIONED,2.171,0
5469,CANDIDATE,CANDIDATE,2.172,1
5890,FALSE POSITIVE,FALSE POSITIVE,2.172,0
5881,CANDIDATE,CANDIDATE,2.174,1
221,CANDIDATE,CONFIRMED,2.18,1
549,CANDIDATE,CANDIDATE,2.18,1
1050,CANDIDATE,CANDIDATE,2.18,1
1846,CANDIDATE,CANDIDATE,2.18,1
1856,CANDIDATE,CANDIDATE,2.18,1
3447,CANDIDATE,CANDIDATE,2.18,1
5397,CANDIDATE,CANDIDATE,2.18,1
6265,CANDIDATE,CANDIDATE,2.18,1
7055,NOT DISPOSITIONED,NOT DISPOSITIONED,2.18,0
3939,CANDIDATE,CANDIDATE,2.185,1
5173,FALSE POSITIVE,FALSE POSITIVE,2.1871,0
2177,CANDIDATE,CANDIDATE,2.19,1
2692,CANDIDATE,CANDIDATE,2.19,1
2735,CANDIDATE,CONFIRMED,2.19,1
2847,CANDIDATE,CONFIRMED,2.19,1
2935,CANDIDATE,CANDIDATE,2.19,1
3880,CANDIDATE,CANDIDATE,2.19,1
5788,NOT DISPOSITIONED,NOT DISPOSITIONED,2.19,0
5789,NOT DISPOSITIONED,NOT DISPOSITIONED,2.19,0
5858,FALSE POSITIVE,FALSE POSITIVE,2.19,0
6235,CANDIDATE,CANDIDATE,2.19,1
6803,CANDIDATE,CANDIDATE,2.19,1
7122,NOT DISPOSITIONED,NOT DISPOSITIONED,2.19,0
6948,NOT DISPOSITIONED,NOT DISPOSITIONED,2.197,0
91,FALSE POSITIVE,FALSE POSITIVE,2.2,0
119,CANDIDATE,CONFIRMED,2.2,1
298,CANDIDATE,CANDIDATE,2.2,1
387,FALSE POSITIVE,FALSE POSITIVE,2.2,0
400,CANDIDATE,CANDIDATE,2.2,1
415,FALSE POSITIVE,FALSE POSITIVE,2.2,0
547,CANDIDATE,CONFIRMED,2.2,1
635,CANDIDATE,CONFIRMED,2.2,1
695,FALSE POSITIVE,FALSE POSITIVE,2.2,0
750,CANDIDATE,CANDIDATE,2.2,1
752,FALSE POSITIVE,FALSE POSITIVE,2.2,0
754,FALSE POSITIVE,FALSE POSITIVE,2.2,0
801,CANDIDATE,CONFIRMED,2.2,1
912,CANDIDATE,CANDIDATE,2.2,1
915,CANDIDATE,CANDIDATE,2.2,1
923,CANDIDATE,CANDIDATE,2.2,1
997,FALSE POSITIVE,FALSE POSITIVE,2.2,0
1039,CANDIDATE,CANDIDATE,2.2,1
1065,CANDIDATE,CANDIDATE,2.2,1
1131,CANDIDATE,CANDIDATE,2.2,1
1144,CANDIDATE,CANDIDATE,2.2,1
1225,FALSE POSITIVE,FALSE POSITIVE,2.2,0
1227,FALSE POSITIVE,FALSE POSITIVE,2.2,0
1462,FALSE POSITIVE,FALSE POSITIVE,2.2,0
1470,FALSE POSITIVE,FALSE POSITIVE,2.2,0
1476,FALSE POSITIVE,FALSE POSITIVE,2.2,0
1553,FALSE POSITIVE,FALSE POSITIVE,2.2,0
1626,CANDIDATE,CONFIRMED,2.2,1
1690,CANDIDATE,CANDIDATE,2.2,1
1721,CANDIDATE,CANDIDATE,2.2,1
1777,CANDIDATE,CANDIDATE,2.2,1
1798,CANDIDATE,CANDIDATE,2.2,1
1812,CANDIDATE,CANDIDATE,2.2,1
1816,CANDIDATE,CANDIDATE,2.2,1
1867,CANDIDATE,CANDIDATE,2.2,1
1951,CANDIDATE,CANDIDATE,2.2,1
2004,CANDIDATE,CANDIDATE,2.2,1
2011,CANDIDATE,CANDIDATE,2.2,1
2037,CANDIDATE,CANDIDATE,2.2,1
2047,CANDIDATE,CANDIDATE,2.2,1
2079,CANDIDATE,CANDIDATE,2.2,1
2155,CANDIDATE,CONFIRMED,2.2,1
2159,CANDIDATE,CANDIDATE,2.2,1
2241,CANDIDATE,CONFIRMED,2.2,1
2245,CANDIDATE,CANDIDATE,2.2,1
2290,CANDIDATE,CANDIDATE,2.2,1
2309,CANDIDATE,CANDIDATE,2.2,1
2312,CANDIDATE,CONFIRMED,2.2,1
2333,FALSE POSITIVE,FALSE POSITIVE,2.2,0
2391,CANDIDATE,CANDIDATE,2.2,1
2392,CANDIDATE,CANDIDATE,2.2,1
2562,CANDIDATE,CANDIDATE,2.2,1
2593,CANDIDATE,CANDIDATE,2.2,1
2605,CANDIDATE,CONFIRMED,2.2,1
2635,CANDIDATE,CANDIDATE,2.2,1
2718,CANDIDATE,CONFIRMED,2.2,1
2771,CANDIDATE,CANDIDATE,2.2,1
2774,CANDIDATE,CANDIDATE,2.2,1
2807,CANDIDATE,CANDIDATE,2.2,1
2839,CANDIDATE,CONFIRMED,2.2,1
2846,CANDIDATE,CANDIDATE,2.2,1
2874,CANDIDATE,CANDIDATE,2.2,1
2925,CANDIDATE,CANDIDATE,2.2,1
2981,CANDIDATE,CANDIDATE,2.2,1
3018,CANDIDATE,CANDIDATE,2.2,1
3019,CANDIDATE,CANDIDATE,2.2,1
3145,CANDIDATE,CONFIRMED,2.2,1
3156,CANDIDATE,CANDIDATE,2.2,1
3175,FALSE POSITIVE,FALSE POSITIVE,2.2,0
3298,FALSE POSITIVE,FALSE POSITIVE,2.2,0
3332,CANDIDATE,CANDIDATE,2.2,1
3422,CANDIDATE,CANDIDATE,2.2,1
3472,CANDIDATE,CONFIRMED,2.2,1
3476,FALSE POSITIVE,FALSE POSITIVE,2.2,0
3528,FALSE POSITIVE,FALSE POSITIVE,2.2,0
3530,CANDIDATE,CANDIDATE,2.2,1
3556,CANDIDATE,CANDIDATE,2.2,1
3566,CANDIDATE,CONFIRMED,2.2,1
3690,CANDIDATE,CANDIDATE,2.2,1
3896,CANDIDATE,CANDIDATE,2.2,1
3926,FALSE POSITIVE,FALSE POSITIVE,2.2,0
3969,FALSE POSITIVE,FALSE POSITIVE,2.2,0
3993,FALSE POSITIVE,FALSE POSITIVE,2.2,0
4004,FALSE POSITIVE,FALSE POSITIVE,2.2,0
4050,FALSE POSITIVE,FALSE POSITIVE,2.2,0
4066,FALSE POSITIVE,FALSE POSITIVE,2.2,0
4097,CANDIDATE,CANDIDATE,2.2,1
4181,FALSE POSITIVE,FALSE POSITIVE,2.2,0
4336,FALSE POSITIVE,FALSE POSITIVE,2.2,0
4343,CANDIDATE,CANDIDATE,2.2,1
4346,FALSE POSITIVE,FALSE POSITIVE,2.2,0
4367,FALSE POSITIVE,FALSE POSITIVE,2.2,0
4377,FALSE POSITIVE,FALSE POSITIVE,2.2,0
4413,FALSE POSITIVE,FALSE POSITIVE,2.2,0
4481,FALSE POSITIVE,FALSE POSITIVE,2.2,0
4773,FALSE POSITIVE,FALSE POSITIVE,2.2,0
4980,FALSE POSITIVE,FALSE POSITIVE,2.2,0
5458,CANDIDATE,CONFIRMED,2.2,1
5504,FALSE POSITIVE,FALSE POSITIVE,2.2,0
5610,FALSE POSITIVE,FALSE POSITIVE,2.2,0
5674,CANDIDATE,CANDIDATE,2.2,1
5840,FALSE POSITIVE,FALSE POSITIVE,2.2,0
5892,FALSE POSITIVE,FALSE POSITIVE,2.2,0
5963,NOT DISPOSITIONED,NOT DISPOSITIONED,2.2,0
6041,NOT DISPOSITIONED,NOT DISPOSITIONED,2.2,0
6062,FALSE POSITIVE,FALSE POSITIVE,2.2,0
6637,CANDIDATE,CANDIDATE,2.2,1
4298,FALSE POSITIVE,FALSE POSITIVE,2.201,0
4836,CANDIDATE,CANDIDATE,2.202,1
6536,CANDIDATE,CANDIDATE,2.205,1
436,CANDIDATE,CANDIDATE,2.208,1
356,CANDIDATE,CONFIRMED,2.21,1
609,CANDIDATE,CONFIRMED,2.21,1
1505,CANDIDATE,CONFIRMED,2.21,1
1707,CANDIDATE,CONFIRMED,2.21,1
2032,CANDIDATE,CANDIDATE,2.21,1
2166,CANDIDATE,CANDIDATE,2.21,1
2208,FALSE POSITIVE,FALSE POSITIVE,2.21,0
2594,CANDIDATE,CANDIDATE,2.21,1
2891,CANDIDATE,CONFIRMED,2.21,1
3055,CANDIDATE,CONFIRMED,2.21,1
3189,CANDIDATE,CANDIDATE,2.21,1
3726,CANDIDATE,CANDIDATE,2.21,1
4864,FALSE POSITIVE,FALSE POSITIVE,2.21,0
5831,CANDIDATE,CANDIDATE,2.21,1
5850,FALSE POSITIVE,FALSE POSITIVE,2.21,0
5966,FALSE POSITIVE,FALSE POSITIVE,2.21,0
6267,FALSE POSITIVE,FALSE POSITIVE,2.21,0
6317,FALSE POSITIVE,FALSE POSITIVE,2.21,0
7123,NOT DISPOSITIONED,NOT DISPOSITIONED,2.21,0
4087,CANDIDATE,CANDIDATE,2.219,1
6419,NOT DISPOSITIONED,NOT DISPOSITIONED,2.219,0
558,CANDIDATE,CANDIDATE,2.22,1
1164,CANDIDATE,CANDIDATE,2.22,1
1288,CANDIDATE,CONFIRMED,2.22,1
1347,CANDIDATE,CANDIDATE,2.22,1
1400,CANDIDATE,CONFIRMED,2.22,1
1892,CANDIDATE,CONFIRMED,2.22,1
2848,FALSE POSITIVE,FALSE POSITIVE,2.22,0
3304,CANDIDATE,CONFIRMED,2.22,1
4491,FALSE POSITIVE,FALSE POSITIVE,2.22,0
4572,CANDIDATE,CONFIRMED,2.22,1
5879,FALSE POSITIVE,FALSE POSITIVE,2.22,0
6320,NOT DISPOSITIONED,NOT DISPOSITIONED,2.22,0
6714,FALSE POSITIVE,FALSE POSITIVE,2.22,0
6769,FALSE POSITIVE,FALSE POSITIVE,2.22,0
6432,NOT DISPOSITIONED,NOT DISPOSITIONED,2.2211,0
42,FALSE POSITIVE,FALSE POSITIVE,2.228,0
840,CANDIDATE,CANDIDATE,2.23,1
870,CANDIDATE,CONFIRMED,2.23,1
980,CANDIDATE,CANDIDATE,2.23,1
1047,CANDIDATE,CANDIDATE,2.23,1
1284,CANDIDATE,CANDIDATE,2.23,1
2178,CANDIDATE,CONFIRMED,2.23,1
3445,CANDIDATE,CANDIDATE,2.23,1
3668,CANDIDATE,CANDIDATE,2.23,1
4420,CANDIDATE,CANDIDATE,2.23,1
5921,CANDIDATE,CANDIDATE,2.23,1
6916,NOT DISPOSITIONED,NOT DISPOSITIONED,2.237,0
5086,CANDIDATE,CANDIDATE,2.238,1
6866,FALSE POSITIVE,FALSE POSITIVE,2.2384,0
97,CANDIDATE,CANDIDATE,2.24,1
742,CANDIDATE,CONFIRMED,2.24,1
1760,CANDIDATE,CANDIDATE,2.24,1
3283,CANDIDATE,CONFIRMED,2.24,1
3561,CANDIDATE,CANDIDATE,2.24,1
3947,CANDIDATE,CANDIDATE,2.24,1
4783,CANDIDATE,CANDIDATE,2.24,1
5752,FALSE POSITIVE,FALSE POSITIVE,2.24,0
6479,NOT DISPOSITIONED,NOT DISPOSITIONED,2.24,0
502,CANDIDATE,CONFIRMED,2.25,1
1589,CANDIDATE,CANDIDATE,2.25,1
1611,CANDIDATE,CANDIDATE,2.25,1
2247,CANDIDATE,CONFIRMED,2.25,1
3016,CANDIDATE,CONFIRMED,2.25,1
3520,CANDIDATE,CONFIRMED,2.25,1
3746,CANDIDATE,CANDIDATE,2.25,1
5576,CANDIDATE,CONFIRMED,2.25,1
6666,CANDIDATE,CANDIDATE,2.25,1
6733,NOT DISPOSITIONED,NOT DISPOSITIONED,2.25,0
6225,NOT DISPOSITIONED,NOT DISPOSITIONED,2.258,0
5333,FALSE POSITIVE,FALSE POSITIVE,2.259,0
807,CANDIDATE,CONFIRMED,2.26,1
