854,0.205,Kepler-116 c,2014
945,0.205,Kepler-156 b,2014
1114,0.205,Kepler-224 d,2014
1374,0.205,Kepler-328 b,2013
742,0.206,Kepler-68 b,2012
1164,0.206,Kepler-244 d,2014
964,0.207,Kepler-165 b,2014
1358,0.207,Kepler-321 c,2014
1152,0.208,Kepler-239 b,2014
1156,0.208,Kepler-241 b,2014
1271,0.208,Kepler-287 b,2014
863,0.209,Kepler-121 b,2014
865,0.209,Kepler-122 b,2014
979,0.209,Kepler-171 b,2014
1081,0.209,Kepler-213 c,2014
1168,0.209,Kepler-246 b,2014
1240,0.209,Kepler-275 b,2014
1399,0.209,Kepler-338 c,2014
982,0.21,Kepler-172 b,2014
1088,0.21,Kepler-216 b,2014
1198,0.21,Kepler-256 e,2014
1286,0.21,Kepler-292 f,2014
1324,0.21,Kepler-306 c,2014
764,0.211,Kepler-81 c,2012
771,0.211,Kepler-83 c,2012
774,0.211,Kepler-84 c,2012
838,0.211,Kepler-109 b,2014
844,0.211,Kepler-112 b,2014
874,0.211,Kepler-125 b,2014
884,0.211,Kepler-129 b,2014
1011,0.211,Kepler-184 b,2014
1395,0.211,Kepler-336 d,2014
631,0.212,Kepler-22 b,2011
951,0.212,Kepler-159 b,2014
967,0.212,Kepler-166 c,2014
1025,0.212,Kepler-189 c,2014
938,0.213,Kepler-152 c,2014
1032,0.213,Kepler-193 b,2014
1086,0.213,Kepler-215 d,2014
1148,0.213,Kepler-238 c,2014
635,0.214,Kepler-24 b,2011
845,0.214,Kepler-112 c,2014
1036,0.214,Kepler-194 d,2014
1111,0.214,Kepler-223 e,2014
645,0.215,Kepler-26 e,2014
889,0.215,Kepler-131 b,2014
916,0.215,Kepler-143 b,2014
1413,0.215,Kepler-343 b,2014
763,0.216,Kepler-81 b,2012
712,0.217,Kepler-55 b,2012
925,0.217,Kepler-147 c,2014
987,0.217,Kepler-173 c,2014
1135,0.217,Kepler-233 b,2014
1276,0.217,Kepler-289 b,2014
1398,0.218,Kepler-338 b,2014
963,0.219,Kepler-164 d,2014
1051,0.219,Kepler-201 b,2014
1160,0.219,Kepler-243 b,2014
