rowid,tce_prad,tce_prad_err,flag
3217,1.009,1.05E+00,0
6633,1.009,1.11E+00,0
7562,1.009,4.34E-01,0
13681,1.01,4.12E-01,0
3533,1.011,1.63E+00,0
5308,1.011,2.74E-01,0
6939,1.011,1.63E+00,0
10441,1.011,0.00E+00,0
10857,1.011,1.79E-01,0
11339,1.011,3.82E-01,0
12466,1.011,7.08E-01,0
1285,1.012,4.25E-01,0
4241,1.012,9.57E-01,0
5869,1.012,2.64E-01,0
8793,1.012,3.24E+00,0
12234,1.012,1.94E+00,0
12356,1.012,1.01E+00,0
7803,1.013,8.13E-01,0
12627,1.013,7.30E-01,0
7752,1.014,5.78E-01,0
1062,1.016,1.23E+00,0
1743,1.016,4.55E-01,0
8831,1.016,4.44E-01,0
9109,1.016,5.72E-01,0
16222,1.017,1.66E+00,0
2500,1.018,2.37E+00,0
8543,1.018,6.96E-01,0
13200,1.018,2.38E-01,0
15257,1.018,7.24E-01,0
15495,1.018,1.55E+00,0
5799,1.019,9.64E-02,0
13303,1.019,6.24E-01,0
785,1.02,1.21E+00,0
10474,1.02,1.67E+00,0
12108,1.02,6.20E-01,0
1925,1.021,4.32E-02,0
3061,1.021,8.09E-01,0
7938,1.021,2.58E+00,0
13816,1.021,7.79E-01,0
3754,1.023,3.07E-01,0
12330,1.023,9.57E-01,0
5721,1.024,2.94E-01,0
8718,1.024,2.66E+00,0
11531,1.024,1.35E+00,0
11651,1.024,1.36E+00,0
12604,1.024,2.78E-01,0
12066,1.025,4.90E-01,0
2318,1.026,1.76E+00,0
14896,1.026,1.88E-01,0
15316,1.026,1.76E+00,0
1126,1.027,2.97E-01,0
7987,1.027,8.07E-01,0
12046,1.027,3.77E-01,0
14417,1.027,5.41E-01,0
7993,1.028,1.50E+00,0
10232,1.028,1.26E+00,0
15524,1.028,3.18E-01,0
1746,1.029,6.24E-01,0
6440,1.029,3.92E-01,0
6495,1.029,2.77E+00,0
148,1.03,2.88E-01,0
1227,1.03,6.45E-02,0
14686,1.03,6.10E-01,0
4117,1.031,5.28E-01,0
8620,1.031,9.26E+00,1
8679,1.031,4.73E+00,0
11944,1.031,4.30E-01,0
13063,1.033,6.11E-01,0
14444,1.033,4.07E-01,0
363,1.034,8.83E-01,0
5311,1.034,1.52E+00,0
7755,1.034,1.96E-01,0
10235,1.034,1.23E+00,0
13527,1.034,8.70E-01,0
15276,1.034,2.95E-01,0
6649,1.035,0.00E+00,0
7081,1.035,8.04E-01,0
14620,1.035,5.28E-01,0
16216,1.035,2.80E+00,0
3427,1.036,5.01E-01,0
8829,1.036,5.96E-01,0
4544,1.038,5.12E-01,0
7917,1.038,4.09E-01,0
12325,1.038,2.68E-01,0
3037,1.039,5.71E-01,0
8621,1.039,5.39E-01,0
8716,1.039,2.72E-01,0
5647,1.04,1.04E+00,0
14073,1.04,1.55E-01,0
14904,1.04,1.20E+01,2
2283,1.041,2.60E-01,0
3635,1.041,1.78E+00,0
11476,1.041,1.04E+00,0
11851,1.041,6.84E-01,0
2683,1.042,4.35E-02,0
3801,1.042,3.38E-01,0
5544,1.042,2.85E-01,0
6671,1.042,1.94E+00,0
14131,1.042,1.27E+00,0
3300,1.043,7.95E-01,0
3687,1.043,6.33E-01,0
10322,1.043,2.37E-01,0
10744,1.043,1.35E+00,0
14184,1.043,4.48E-01,0
14626,1.043,7.57E-01,0
2187,1.044,5.92E-01,0
13154,1.044,1.79E-01,0
15746,1.044,3.04E-01,0
116,1.045,4.17E-01,0
7971,1.046,2.28E-01,0
10334,1.046,6.07E-01,0
11488,1.046,3.25E-01,0
13540,1.046,1.04E+00,0
9872,1.047,2.42E+00,0
4415,1.048,2.84E-01,0
7485,1.048,8.85E-01,0
10974,1.048,4.20E-01,0
14763,1.048,1.33E+00,0
2541,1.049,2.90E-01,0
9883,1.049,3.14E-01,0
14428,1.049,8.74E-01,0
2260,1.05,1.42E+00,0
8106,1.05,1.50E+00,0
12689,1.05,1.61E-01,0
9324,1.051,0.00E+00,0
14832,1.051,3.33E+00,0
16060,1.051,9.51E-01,0
3365,1.052,1.23E-01,0
4137,1.052,1.09E+00,0
8271,1.052,3.06E-01,0
11612,1.052,1.06E+00,0
7048,1.053,1.13E+00,0
7267,1.053,1.13E+00,0
9194,1.053,2.16E-01,0
10113,1.053,3.59E-01,0
14633,1.053,1.06E-01,0
15375,1.053,5.94E-01,0
778,1.054,2.14E+00,0
5382,1.054,5.48E-01,0
9498,1.054,6.88E-01,0
16168,1.054,1.20E+00,0
12963,1.055,2.24E-01,0
15939,1.055,7.64E-01,0
1345,1.056,5.18E-01,0
1597,1.056,1.03E+00,0
6617,1.056,9.31E-01,0
12136,1.056,6.91E-01,0
2224,1.057,5.51E-02,0
13020,1.057,3.68E-01,0
3584,1.058,6.54E-01,0
3845,1.058,8.64E-01,0
7247,1.058,1.01E-01,0
11613,1.058,7.21E-01,0
14207,1.058,1.64E+00,0
14632,1.058,3.52E-02,0
508,1.059,1.24E+00,0
7600,1.059,4.25E-01,0
11521,1.059,2.18E-01,0
12049,1.059,2.50E-01,0
13399,1.059,3.62E+00,0
14682,1.059,8.53E-01,0
15275,1.059,5.61E-01,0
628,1.06,1.16E-01,0
6615,1.06,4.92E-01,0
14037,1.06,5.76E-01,0
1368,1.061,1.77E-01,0
5284,1.061,6.92E-02,0
10825,1.061,7.50E-01,0
14884,1.061,9.71E-01,0
516,1.062,4.06E-01,0
2399,1.062,8.54E-01,0
15523,1.062,3.60E-01,0
3840,1.063,5.69E-01,0
7326,1.063,4.89E-01,0
11493,1.063,6.49E-01,0
13496,1.064,5.44E-01,0
7888,1.065,2.14E+01,2
15363,1.065,1.22E+00,0
3554,1.066,9.42E-01,0
4542,1.066,5.14E-01,0
5107,1.066,8.02E-01,0
5224,1.066,3.38E-01,0
6460,1.066,4.15E+00,0
7210,1.066,0.00E+00,0
8921,1.066,1.24E+00,0
1630,1.067,1.05E-01,0
9612,1.067,2.37E-01,0
13833,1.067,8.93E-01,0
5091,1.068,2.56E-01,0
6634,1.068,4.88E-01,0
14767,1.068,0.00E+00,0
15548,1.068,6.00E-02,0
3425,1.069,4.22E-01,0
13410,1.069,1.37E+00,0
941,1.07,9.82E-02,0
2912,1.07,4.08E-01,0
3133,1.07,2.16E-01,0
7360,1.07,9.85E-02,0
9661,1.07,1.17E+00,0
612,1.071,6.57E-01,0
3180,1.071,8.14E-02,0
7516,1.071,2.78E-01,0
13,1.073,1.71E+00,0
5789,1.073,8.17E-01,0
11248,1.073,1.20E+00,0
13704,1.073,1.51E+00,0
6436,1.074,3.85E-01,0
12805,1.074,9.75E-01,0
11588,1.075,2.94E-01,0
14808,1.075,2.50E-01,0
15493,1.075,8.92E-01,0
2537,1.077,6.73E-02,0
4576,1.077,1.69E+00,0
8393,1.077,2.81E+00,0
9812,1.078,6.44E-01,0
12537,1.078,1.52E+00,0
12547,1.078,1.87E-01,0
2295,1.079,3.20E-01,0
3565,1.079,3.04E-01,0
7743,1.079,8.20E-01,0
13114,1.079,3.35E-01,0
14281,1.079,0.00E+00,0
14888,1.079,1.24E+00,0
16179,1.079,1.58E-01,0
118,1.08,1.03E+00,0
7440,1.08,8.74E-01,0
7858,1.08,2.82E-01,0
8546,1.08,3.51E-01,0
8625,1.08,8.64E-01,0
4111,1.081,7.40E-01,0
15392,1.081,5.58E-01,0
4874,1.082,1.74E+00,0
7849,1.082,1.54E+00,0
16171,1.082,1.90E+00,0
12269,1.083,1.76E+00,0
14631,1.083,2.50E-01,0
639,1.084,8.12E-01,0
3899,1.084,6.36E-01,0
10231,1.084,9.89E-02,0
9327,1.085,1.13E+00,0
9900,1.085,1.36E+00,0
13654,1.085,2.03E-01,0
14470,1.085,2.76E-01,0
3508,1.086,1.50E+00,0
13815,1.086,3.09E-01,0
14707,1.086,1.15E+00,0
16249,1.086,4.28E-01,0
2955,1.087,2.71E-01,0
4589,1.087,2.08E-01,0
9714,1.087,9.03E-01,0
10966,1.087,3.03E+00,0
1451,1.088,4.06E-01,0
4664,1.088,4.34E-01,0
7805,1.088,5.80E-02,0
3887,1.089,4.73E-01,0
6101,1.089,3.59E+00,0
3666,1.09,1.24E+00,0
8414,1.091,2.63E+00,0
13088,1.091,2.18E-01,0
457,1.092,0.00E+00,0
4647,1.092,2.88E-01,0
7813,1.092,1.55E+00,0
7943,1.092,3.46E-01,0
9394,1.092,1.78E-01,0
9970,1.092,2.48E+00,0
3294,1.093,1.59E+00,0
5711,1.093,9.32E-01,0
7000,1.093,1.19E+00,0
7720,1.093,1.60E+00,0
10501,1.093,2.49E-01,0
11519,1.093,1.96E-01,0
15220,1.093,1.17E-01,0
1831,1.094,1.48E-01,0
3674,1.094,4.44E-01,0
8554,1.094,0.00E+00,0
14567,1.094,2.03E-01,0
3422,1.095,3.66E-01,0
8031,1.095,1.95E-01,0
8807,1.095,1.07E+00,0
15672,1.095,7.05E-01,0
395,1.096,1.22E+00,0
2476,1.096,5.92E-02,0
10553,1.096,3.91E-01,0
12936,1.096,1.12E+00,0
2188,1.097,1.83E-01,0
3006,1.097,1.36E+01,2
4534,1.097,5.24E-01,0
5080,1.097,7.56E-01,0
6517,1.097,1.66E+00,0
7047,1.097,1.16E+00,0
7484,1.097,1.34E+00,0
9035,1.097,1.11E+00,0
11467,1.097,1.06E+00,0
13258,1.097,4.51E-01,0
629,1.098,2.33E-01,0
2734,1.098,1.18E-01,0
2923,1.098,8.75E-01,0
10702,1.098,1.27E+00,0
11967,1.098,5.64E-02,0
15441,1.098,1.56E-01,0
12535,1.099,7.08E-01,0
13646,1.099,1.63E+00,0
2755,1.1,5.18E-01,0
9907,1.1,1.27E+00,0
12781,1.1,2.24E+00,0
13201,1.1,1.93E+00,0
689,1.101,2.50E-01,0
1424,1.101,0.00E+00,0
2477,1.101,3.62E-01,0
3464,1.101,4.07E-01,0
6072,1.101,1.03E+00,0
6557,1.101,4.75E-01,0
10507,1.101,2.69E-01,0
13732,1.101,7.86E-01,0
8108,1.102,1.25E+00,0
605,1.103,1.03E+00,0
13860,1.103,4.50E-01,0
15878,1.103,6.73E-01,0
16061,1.103,1.83E+00,0
2997,1.104,8.04E-01,0
5499,1.104,8.51E-01,0
8051,1.104,4.81E-01,0
9230,1.104,3.56E-01,0
15673,1.104,1.53E+00,0
4384,1.105,0.00E+00,0
12277,1.105,1.47E+00,0
12690,1.105,1.76E+00,0
145,1.106,1.99E-01,0
510,1.106,2.05E+00,0
7939,1.106,1.70E+00,0
12271,1.106,5.14E-01,0
15204,1.106,2.43E-01,0
10057,1.107,6.36E-01,0
13695,1.107,8.27E-01,0
14602,1.107,0.00E+00,0
1787,1.108,6.85E-01,0
3070,1.108,7.08E-01,0
3540,1.108,1.38E+00,0
3659,1.108,6.77E-01,0
4419,1.108,6.09E-01,0
4719,1.108,1.58E+00,0
6830,1.108,7.99E-01,0
10493,1.108,1.43E-01,0
14416,1.108,3.85E-01,0
14512,1.108,1.83E-01,0
3428,1.109,5.81E-02,0
8272,1.109,1.41E+00,0
13967,1.109,5.99E-01,0
1378,1.11,1.92E+00,0
4880,1.11,5.83E-01,0
12732,1.11,5.89E-01,0
12841,1.11,4.13E-01,0
7104,1.111,9.12E-01,0
9307,1.111,2.74E-01,0
10614,1.111,3.34E-01,0
13393,1.111,1.55E+00,0
4126,1.112,2.95E-01,0
9997,1.112,3.79E-01,0
14384,1.112,9.20E-01,0
2525,1.113,1.84E+00,0
2608,1.113,5.66E-01,0
5855,1.113,4.90E-01,0
9363,1.113,1.31E+00,0
14604,1.113,1.93E+00,0
5254,1.114,9.28E-02,0
6762,1.114,2.46E-01,0
7544,1.114,2.01E+00,0
11763,1.114,9.24E-01,0
12928,1.114,4.42E-01,0
13412,1.114,3.01E-01,0
16004,1.114,0.00E+00,0
346,1.115,5.18E-01,0
3405,1.115,8.28E-01,0
10142,1.115,6.61E-01,0
364,1.116,1.77E+00,0
3555,1.116,2.47E-01,0
4008,1.116,8.27E-01,0
5267,1.116,8.28E-01,0
5736,1.117,2.71E-01,0
14326,1.117,5.90E-01,0
350,1.118,5.98E-01,0
3478,1.118,1.88E+00,0
3720,1.118,3.18E-01,0
8601,1.118,2.50E-01,0
862,1.119,1.37E+00,0
8982,1.119,8.66E-01,0
9519,1.119,2.05E-01,0
13660,1.119,1.19E+00,0
65,1.12,6.15E-01,0
179,1.12,2.04E+00,0
6455,1.12,8.94E-01,0
7363,1.12,2.32E+00,0
14582,1.12,2.66E+00,0
9225,1.121,4.48E+00,0
15596,1.121,5.38E-01,0
945,1.122,0.00E+00,0
7744,1.122,1.26E-01,0
9560,1.122,8.85E-01,0
6761,1.123,4.03E-01,0
13248,1.123,2.26E+01,2
13309,1.123,8.41E-01,0
14205,1.123,2.82E+00,0
16225,1.123,2.83E+00,0
514,1.124,3.97E-01,0
9220,1.124,9.48E-01,0
11574,1.124,1.60E+00,0
11996,1.124,5.71E-01,0
260,1.125,3.77E-01,0
8495,1.125,1.93E-01,0
12698,1.125,1.27E+00,0
2843,1.126,5.71E-01,0
8203,1.126,3.67E-01,0
8505,1.126,4.22E-01,0
13957,1.126,1.36E+00,0
7359,1.127,8.79E-02,0
8869,1.127,2.96E-01,0
2720,1.129,1.77E-01,0
5756,1.129,1.37E+00,0
7493,1.129,1.97E+00,0
7972,1.129,1.69E+01,2
8419,1.129,2.84E-01,0
8456,1.129,0.00E+00,0
9971,1.129,2.74E-01,0
12472,1.129,2.75E-01,0
12765,1.129,2.44E-01,0
12829,1.129,4.49E-01,0
642,1.13,7.00E-01,0
3117,1.13,9.07E-01,0
5848,1.13,5.56E-01,0
10876,1.13,3.48E-01,0
3399,1.131,5.22E-02,0
7513,1.131,0.00E+00,0
8549,1.131,8.55E-01,0
14177,1.131,1.09E+00,0
4446,1.132,1.34E-01,0
5183,1.132,2.55E-01,0
14675,1.132,3.39E+00,0
16013,1.132,9.19E-02,0
2114,1.133,4.94E-01,0
8787,1.133,1.36E+00,0
12540,1.133,6.88E-01,0
14251,1.133,1.25E+00,0
1929,1.134,4.96E-01,0
2967,1.134,5.93E-01,0
5360,1.135,3.13E-01,0
11421,1.135,1.66E-01,0
11649,1.135,4.98E-01,0
2113,1.136,3.40E+00,0
3096,1.136,2.43E+00,0
7495,1.136,7.12E-01,0
8839,1.137,2.75E-01,0
12522,1.137,1.37E+00,0
1081,1.138,6.24E-01,0
2694,1.138,5.66E-01,0
6062,1.138,1.89E-01,0
3805,1.139,3.69E-01,0
8005,1.139,8.78E-02,0
9954,1.139,7.78E-01,0
14100,1.139,1.46E-01,0
5835,1.14,1.31E+00,0
8589,1.14,6.99E-01,0
9695,1.14,2.81E-01,0
9813,1.14,2.87E-01,0
11783,1.14,6.07E-01,0
6564,1.141,1.12E+00,0
7679,1.141,2.55E-01,0
456,1.142,6.26E+00,1
2420,1.142,1.38E-01,0
7387,1.142,7.21E-01,0
7877,1.142,7.60E-01,0
10274,1.142,7.11E-01,0
4273,1.143,2.84E-01,0
11386,1.143,7.92E-01,0
1247,1.144,3.89E-02,0
5121,1.144,1.36E+00,0
11559,1.144,2.73E-01,0
515,1.145,3.64E-01,0
4063,1.145,2.07E+00,0
9080,1.145,2.05E-01,0
2169,1.146,7.83E-01,0
7584,1.146,1.30E+00,0
13187,1.146,8.55E-01,0
13389,1.147,1.04E+00,0
2258,1.148,5.83E-01,0
2969,1.148,2.06E+00,0
4769,1.148,3.08E-01,0
13705,1.148,3.12E+00,0
653,1.15,1.61E+00,0
1090,1.15,9.24E-01,0
2452,1.15,9.48E-02,0
2542,1.15,0.00E+00,0
15708,1.15,6.53E-01,0
1575,1.151,2.49E-01,0
3283,1.151,1.53E+00,0
6754,1.152,3.36E-01,0
8184,1.152,1.55E+00,0
9453,1.152,2.03E+00,0
9868,1.152,4.81E-01,0
14648,1.152,6.36E+00,1
15274,1.152,9.74E-01,0
15907,1.152,4.08E+00,0
428,1.153,6.81E+00,1
1784,1.153,1.70E-01,0
5877,1.153,7.00E-02,0
8050,1.153,1.61E-01,0
1959,1.154,3.17E-01,0
3060,1.154,1.39E+00,0
9300,1.154,4.79E+00,0
9811,1.154,4.04E-01,0
12913,1.154,1.05E+00,0
13580,1.154,9.49E-01,0
7170,1.155,2.12E-01,0
8916,1.155,1.10E+00,0
5441,1.156,6.34E-01,0
14247,1.156,2.69E+00,0
2626,1.157,1.05E-01,0
11327,1.157,2.30E+00,0
12005,1.157,1.54E-01,0
9931,1.158,6.95E-01,0
12217,1.158,7.42E-01,0
14216,1.158,2.32E+00,0
15690,1.158,2.17E-01,0
4846,1.159,1.99E+00,0
8170,1.159,1.15E+00,0
64,1.16,2.05E+00,0
9034,1.16,8.34E-01,0
12235,1.16,0.00E+00,0
15320,1.16,1.39E+00,0
14780,1.161,4.35E-01,0
505,1.162,5.96E-01,0
1187,1.162,2.81E-01,0
2216,1.162,2.69E-01,0
11249,1.162,7.23E-01,0
16056,1.162,3.44E+00,0
16067,1.162,9.58E-01,0
2793,1.163,8.22E-01,0
4995,1.163,3.04E-01,0
9613,1.163,2.48E-01,0
10150,1.163,6.83E-01,0
10790,1.163,1.23E-01,0
11367,1.163,4.24E-01,0
14046,1.163,5.05E-01,0
5725,1.164,3.44E-01,0
10360,1.164,0.00E+00,0
14111,1.164,1.06E+00,0
15413,1.164,2.56E+00,0
1658,1.165,3.50E+00,0
11645,1.165,5.58E-01,0
2809,1.166,4.88E-01,0
6879,1.166,2.45E+00,0
11676,1.166,4.54E+00,0
12223,1.166,1.44E+00,0
13332,1.166,3.80E+00,0
4331,1.167,1.26E+00,0
4819,1.167,1.28E+00,0
4869,1.167,4.06E-01,0
6018,1.167,0.00E+00,0
9548,1.167,8.65E-01,0
11257,1.167,4.15E+00,0
12440,1.167,1.73E+00,0
14792,1.167,5.46E-01,0
1766,1.168,2.79E-01,0
3706,1.168,5.00E-01,0
14309,1.168,2.69E+00,0
2398,1.169,2.64E-01,0
13213,1.169,6.88E-01,0
13763,1.169,1.08E+00,0
309,1.17,6.91E-01,0
10302,1.17,2.71E+00,0
12700,1.17,7.15E-02,0
3239,1.171,1.27E+00,0
4017,1.171,3.47E-01,0
4873,1.171,6.73E-01,0
7385,1.171,1.52E+00,0
13016,1.171,6.71E-01,0
2262,1.172,1.09E-01,0
6334,1.172,6.65E-01,0
9742,1.172,0.00E+00,0
12425,1.172,1.59E+00,0
14010,1.172,1.32E+00,0
15093,1.172,1.44E+00,0
5871,1.173,7.03E-01,0
10195,1.173,1.98E-01,0
14364,1.173,2.46E+00,0
15602,1.173,4.15E+00,0
5202,1.174,4.39E-01,0
8624,1.174,1.74E-01,0
10143,1.174,1.81E+00,0
11195,1.174,4.59E-01,0
11808,1.174,7.33E+00,1
6161,1.175,1.95E+00,0
7400,1.175,3.30E+00,0
11433,1.175,4.07E-01,0
15469,1.175,5.23E-01,0
3126,1.176,1.10E+00,0
11848,1.176,2.79E-01,0
15975,1.176,3.99E-01,0
919,1.177,4.63E-01,0
1718,1.177,1.60E-01,0
2401,1.177,1.09E+00,0
4461,1.177,8.11E-01,0
7155,1.177,0.00E+00,0
8551,1.177,3.93E-01,0
1717,1.178,9.08E-01,0
3603,1.178,1.16E-01,0
4831,1.178,7.58E-01,0
7809,1.178,2.41E-01,0
10426,1.179,2.46E-01,0
15712,1.179,1.19E-01,0
1205,1.18,1.14E-01,0
1532,1.18,3.93E-01,0
2517,1.18,4.65E-01,0
4787,1.18,1.99E-01,0
7212,1.18,2.49E+00,0
14209,1.18,1.65E+00,0
716,1.181,2.66E-01,0
1127,1.181,3.06E-01,0
1329,1.181,1.11E+00,0
15065,1.181,1.38E+00,0
3536,1.183,4.33E-01,0
6065,1.183,1.44E+00,0
2747,1.184,2.61E-01,0
7168,1.184,2.20E-01,0
7173,1.184,5.46E-01,0
7390,1.184,4.92E-01,0
12010,1.184,9.03E-02,0
15434,1.184,3.52E-01,0
2051,1.185,1.54E+00,0
4018,1.185,4.16E-01,0
7985,1.185,7.02E-01,0
12333,1.185,5.44E+00,0
15993,1.185,7.84E-02,0
8830,1.186,5.19E-01,0
4748,1.187,4.53E-01,0
5118,1.187,3.13E-01,0
11076,1.187,5.89E-01,0
14424,1.187,3.38E-01,0
15001,1.187,3.28E+00,0
4475,1.188,8.37E-02,0
6832,1.188,2.32E+00,0
13153,1.188,3.28E-01,0
14710,1.188,1.07E+00,0
2712,1.189,1.26E+00,0
4185,1.189,2.01E+00,0
5943,1.189,1.16E+00,0
10973,1.189,3.81E-01,0
12642,1.189,3.38E-01,0
12899,1.189,2.36E-01,0
2031,1.19,2.77E-01,0
6629,1.19,3.34E-01,0
12150,1.19,1.61E+00,0
12502,1.19,9.78E+00,1
1474,1.191,1.03E-01,0
6151,1.191,1.21E+00,0
11571,1.191,2.74E+00,0
13579,1.191,2.59E+00,0
3164,1.192,1.47E+00,0
8823,1.192,8.17E-01,0
8999,1.192,5.91E-01,0
13529,1.192,2.05E+00,0
14233,1.192,1.55E+00,0
14820,1.192,2.72E-01,0
2446,1.193,5.79E+00,0
6847,1.193,1.55E+00,0
9070,1.193,1.55E-01,0
12151,1.193,9.90E-01,0
13360,1.193,3.08E-01,0
15982,1.193,1.21E+00,0
930,1.194,3.14E-01,0
1501,1.195,4.10E-01,0
2433,1.195,2.82E-01,0
10674,1.195,2.94E-01,0
11028,1.195,2.69E-02,0
2259,1.196,5.97E-01,0
4230,1.196,2.53E-01,0
4389,1.196,5.59E-01,0
1263,1.197,3.21E-01,0
1729,1.197,3.20E+00,0
3726,1.197,4.91E-01,0
5405,1.197,1.48E+00,0
15528,1.197,8.30E+00,1
6266,1.198,4.35E-01,0
8070,1.198,2.68E-01,0
14480,1.198,2.08E+00,0
301,1.199,6.60E-02,0
458,1.199,9.52E-01,0
899,1.199,3.23E-01,0
4903,1.199,1.06E+00,0
5440,1.199,2.67E-01,0
6076,1.199,2.42E+02,3
12633,1.199,3.13E+00,0
14200,1.199,1.49E+00,0
2009,1.2,3.27E-01,0
2141,1.2,1.34E+00,0
2445,1.2,2.51E+01,2
5438,1.2,2.19E-01,0
6015,1.2,2.50E-01,0
9703,1.2,1.88E-01,0
308,1.201,9.01E-01,0
1385,1.201,1.74E-01,0
13958,1.201,1.20E+00,0
4088,1.202,1.70E+00,0
15100,1.202,3.41E-01,0
2812,1.203,0.00E+00,0
6367,1.203,2.93E-01,0
8226,1.203,1.04E+00,0
9442,1.203,1.09E+00,0
13379,1.203,5.15E-01,0
13629,1.203,4.38E-01,0
14330,1.203,9.41E-01,0
16119,1.203,7.96E-01,0
688,1.204,1.06E+00,0
2927,1.204,2.03E-01,0
3282,1.204,9.78E-01,0
4167,1.204,5.02E-01,0
9908,1.204,2.41E-01,0
10093,1.204,2.28E-01,0
10312,1.204,2.97E-01,0
12022,1.204,2.08E-01,0
2391,1.205,7.45E-01,0
2087,1.206,5.22E-01,0
9033,1.206,1.91E+00,0
12214,1.206,1.44E-01,0
1685,1.207,2.25E+00,0
10335,1.207,5.63E-01,0
12478,1.207,9.46E-01,0
12568,1.207,7.93E-01,0
1836,1.208,4.61E-01,0
3035,1.208,0.00E+00,0
4842,1.208,3.89E-01,0
15106,1.208,1.19E+00,0
15902,1.208,3.43E+00,0
994,1.209,2.60E+00,0
1301,1.209,4.59E-01,0
5255,1.209,2.14E+00,0
5766,1.209,3.93E-01,0
5857,1.209,5.81E-01,0
12965,1.209,1.52E-01,0
14690,1.209,7.85E+00,1
3936,1.21,1.50E-01,0
4300,1.21,1.66E-01,0
4755,1.21,4.61E-01,0
13963,1.21,2.13E-01,0
855,1.211,3.22E-01,0
4197,1.211,7.83E-01,0
12737,1.211,4.23E+00,0
14218,1.211,1.23E+00,0
14973,1.211,4.97E-01,0
7815,1.212,5.25E-01,0
15711,1.212,7.26E-01,0
1538,1.213,3.16E-01,0
8386,1.213,1.08E+01,1
9164,1.213,8.25E+00,1
10411,1.213,1.58E+00,0
12282,1.213,1.79E-01,0
13656,1.213,1.61E-01,0
1994,1.214,7.84E-02,0
3396,1.214,1.98E+00,0
4539,1.214,1.61E+00,0
13164,1.214,3.71E+00,0
14515,1.214,3.27E-01,0
5439,1.215,2.39E-01,0
10298,1.215,1.24E+00,0
10827,1.215,3.43E-01,0
12038,1.215,1.20E+00,0
2076,1.216,1.08E+00,0
3284,1.216,3.26E-01,0
3847,1.216,1.02E+00,0
10025,1.216,7.69E-01,0
14058,1.216,2.12E-01,0
15183,1.216,1.26E-01,0
3830,1.217,1.60E+00,0
4065,1.218,0.00E+00,0
5856,1.218,1.46E+00,0
6926,1.218,1.39E-01,0
7282,1.218,3.96E-01,0
3973,1.219,5.69E-01,0
9615,1.219,2.63E-01,0
9625,1.219,5.57E-01,0
10482,1.219,1.05E+00,0
4019,1.22,1.35E-01,0
5428,1.22,2.00E-01,0
13600,1.22,6.86E-01,0
8804,1.221,1.35E+00,0
12858,1.221,2.96E-01,0
14575,1.221,1.24E+00,0
690,1.222,2.43E-01,0
9224,1.222,4.23E+00,0
15886,1.222,6.40E-01,0
1798,1.223,2.64E-01,0
3923,1.223,6.13E+00,1
14855,1.223,4.71E-01,0
1561,1.224,4.29E-01,0
4513,1.224,7.19E-01,0
8981,1.224,8.89E-01,0
9921,1.224,1.84E+00,0
11689,1.224,9.35E-01,0
15492,1.224,5.91E-02,0
15502,1.224,2.04E-01,0
8577,1.225,3.53E-01,0
11269,1.225,9.64E-01,0
11303,1.225,5.58E-01,0
12221,1.225,1.81E+00,0
13278,1.225,4.12E-02,0
17,1.226,0.00E+00,0
2340,1.226,2.34E-01,0
5815,1.226,1.91E+00,0
8131,1.226,2.99E-01,0
1418,1.227,3.24E-01,0
5150,1.227,4.78E-01,0
5862,1.227,4.76E-01,0
6376,1.227,1.11E+00,0
6628,1.227,1.63E+00,0
8221,1.227,7.10E-01,0
8895,1.227,3.64E-01,0
13109,1.227,2.06E+00,0
15269,1.227,7.47E-01,0
15916,1.227,0.00E+00,0
2866,1.228,4.16E-01,0
5814,1.228,4.75E-01,0
9386,1.228,4.82E-01,0
9852,1.228,0.00E+00,0
9947,1.228,6.95E-01,0
13009,1.228,6.29E-01,0
13762,1.228,1.46E+00,0
10178,1.229,3.90E-01,0
11150,1.229,7.53E-01,0
12324,1.229,2.22E-01,0
13546,1.229,1.55E+00,0
13588,1.229,2.05E+00,0
15546,1.229,1.45E+00,0
16114,1.229,1.41E+00,0
1691,1.23,1.74E+00,0
3804,1.23,4.79E-01,0
9156,1.23,4.74E-01,0
1215,1.231,2.72E-01,0
8850,1.231,1.74E+00,0
9404,1.231,3.80E-01,0
9694,1.231,2.42E-01,0
10771,1.231,4.93E-01,0
11753,1.231,9.87E-01,0
12866,1.231,7.90E-02,0
6491,1.232,2.31E+00,0
13916,1.232,5.18E-01,0
16044,1.232,0.00E+00,0
2069,1.233,2.07E+00,0
5216,1.233,4.64E-01,0
7958,1.233,5.62E-02,0
12093,1.233,1.65E+00,0
13652,1.233,5.88E+00,0
1661,1.234,6.62E-01,0
2163,1.234,2.86E-01,0
4068,1.234,4.28E-01,0
11282,1.234,2.76E+00,0
3765,1.235,2.05E-01,0
6958,1.235,3.10E-01,0
13467,1.235,2.10E-01,0
14329,1.235,6.35E-01,0
15044,1.235,1.26E+00,0
6326,1.236,2.29E-01,0
9666,1.236,2.02E+00,0
13628,1.236,5.22E-01,0
1110,1.237,2.25E+00,0
2453,1.237,5.61E-01,0
14502,1.237,1.26E+00,0
15867,1.237,4.50E-01,0
1274,1.238,1.25E-01,0
1576,1.238,2.60E+00,0
4383,1.238,7.08E-01,0
9296,1.238,3.15E-02,0
11487,1.238,3.78E-02,0
15498,1.238,1.91E+00,0
5693,1.239,0.00E+00,0
10581,1.239,2.85E-01,0
12012,1.239,2.75E-01,0
14260,1.239,2.23E-01,0
