rowid,tce_prad,tce_prad_err,flag
7674,3.073,1.63E+00,0
3547,3.074,4.90E+00,0
6479,3.074,0.00E+00,0
15395,3.074,6.78E+00,0
2204,3.075,8.33E+00,0
4747,3.075,4.47E+01,2
10073,3.076,2.81E+00,0
8313,3.077,1.84E-01,0
3212,3.078,7.22E-01,0
6342,3.078,4.06E+00,0
7176,3.078,3.04E+00,0
11615,3.078,2.89E+00,0
747,3.079,1.05E+00,0
2018,3.079,7.10E-01,0
2068,3.08,1.96E+00,0
5139,3.08,1.18E+00,0
7275,3.08,3.23E+00,0
11597,3.08,1.24E+00,0
15956,3.081,5.77E-01,0
7961,3.083,1.52E+00,0
8623,3.083,0.00E+00,0
16129,3.083,5.27E-01,0
2613,3.084,5.83E+00,0
3438,3.084,2.26E+00,0
13534,3.084,1.48E+01,0
14857,3.084,5.94E-01,0
2384,3.085,1.40E+00,0
8415,3.085,9.79E-02,0
9384,3.086,1.51E+00,0
9992,3.086,9.47E-01,0
12987,3.086,1.99E+00,0
13849,3.086,7.51E-01,0
2836,3.088,3.10E+00,0
7867,3.088,1.67E+01,1
14436,3.088,1.28E-01,0
3103,3.089,4.23E-01,0
3210,3.089,5.59E+00,0
14258,3.089,2.25E+00,0
3377,3.09,2.05E+00,0
10475,3.09,1.65E+00,0
4514,3.092,4.63E-01,0
7394,3.092,1.39E+00,0
7844,3.092,4.96E+00,0
8781,3.092,9.45E-02,0
10641,3.092,2.25E+00,0
5774,3.093,2.50E+00,0
9011,3.093,3.48E-01,0
9391,3.093,1.03E+00,0
2103,3.094,5.18E-02,0
6749,3.094,1.30E+01,0
10184,3.094,6.05E+00,0
11470,3.094,1.25E-01,0
14831,3.094,6.17E-02,0
15463,3.094,3.98E+00,0
10691,3.095,1.27E-01,0
13395,3.095,8.02E+00,0
14300,3.096,4.04E-01,0
15863,3.096,2.28E+00,0
16148,3.096,3.71E+00,0
3697,3.097,1.56E+00,0
5037,3.098,1.42E-01,0
15639,3.098,7.38E+00,0
3952,3.099,1.26E+00,0
10878,3.099,6.52E-01,0
15190,3.099,5.73E+00,0
495,3.1,9.79E-02,0
961,3.1,7.33E+00,0
11766,3.1,1.24E-01,0
15364,3.1,3.41E+00,0
16041,3.1,5.04E+00,0
7177,3.101,0.00E+00,0
14704,3.101,3.68E+00,0
946,3.102,2.69E-01,0
6605,3.103,4.27E+00,0
4375,3.104,0.00E+00,0
6833,3.105,4.72E+01,2
7896,3.105,6.62E-01,0
9950,3.105,6.90E+00,0
11801,3.105,6.53E+00,0
3595,3.106,4.40E-01,0
15862,3.106,2.79E+00,0
6033,3.108,2.34E+01,1
1666,3.109,5.30E-01,0
4924,3.109,1.44E-01,0
11458,3.109,2.75E+00,0
12370,3.109,3.90E+00,0
9485,3.11,1.92E+00,0
5300,3.111,5.65E-01,0
7745,3.111,2.72E+00,0
15662,3.111,5.17E-01,0
7234,3.112,7.24E-01,0
7301,3.112,1.09E+00,0
6300,3.113,5.45E-02,0
7810,3.113,3.16E+00,0
14098,3.113,9.67E-01,0
12636,3.114,4.54E+00,0
14400,3.114,3.02E+00,0
16010,3.114,3.82E-01,0
1193,3.116,3.55E-01,0
3376,3.116,1.59E+00,0
4107,3.116,1.63E+00,0
6794,3.116,5.09E+00,0
5716,3.117,2.19E+00,0
16167,3.117,5.19E-01,0
13242,3.119,1.87E-01,0
14202,3.119,0.00E+00,0
3045,3.12,2.65E+00,0
12792,3.12,3.69E-01,0
13214,3.12,0.00E+00,0
25,3.121,4.84E+00,0
3000,3.121,5.88E+01,2
4992,3.121,3.79E+00,0
8119,3.121,1.68E+00,0
12773,3.122,0.00E+00,0
2351,3.123,4.67E-01,0
4445,3.123,1.03E+00,0
7374,3.123,6.01E-01,0
13157,3.123,3.31E+01,2
13716,3.123,9.62E-02,0
14318,3.123,3.25E-01,0
187,3.124,8.80E-01,0
2033,3.124,1.36E-01,0
5275,3.124,7.84E-01,0
11300,3.124,4.09E+00,0
12166,3.124,6.43E-01,0
12518,3.124,1.71E+00,0
4964,3.125,6.72E-01,0
12099,3.125,1.41E+00,0
13195,3.125,3.94E-01,0
529,3.127,3.33E-02,0
2887,3.127,0.00E+00,0
10937,3.127,1.12E+00,0
15870,3.127,2.95E+00,0
6276,3.128,1.42E+00,0
8799,3.128,2.36E+01,1
12392,3.128,4.70E-01,0
461,3.129,7.33E-01,0
2353,3.129,4.83E-01,0
9168,3.13,9.20E-01,0
10927,3.13,7.12E+00,0
14785,3.131,3.91E+00,0
9278,3.132,1.39E-01,0
12087,3.132,3.43E+00,0
13692,3.132,4.10E+00,0
126,3.133,5.33E+00,0
6452,3.134,1.36E+00,0
2693,3.136,2.14E+00,0
14062,3.136,6.22E+00,0
6144,3.137,2.50E-01,0
7370,3.138,9.56E-01,0
1493,3.139,8.09E-01,0
8879,3.139,4.19E-01,0
12222,3.139,2.50E+00,0
15125,3.139,1.53E-01,0
3347,3.14,3.91E+00,0
4395,3.14,1.66E-01,0
5572,3.14,3.42E-01,0
14936,3.14,4.32E+00,0
879,3.142,8.88E-01,0
3358,3.142,1.08E+00,0
5271,3.142,1.25E-01,0
5387,3.142,2.14E+00,0
9924,3.142,5.92E+00,0
3432,3.143,1.15E+01,0
9299,3.143,7.35E-01,0
5516,3.144,1.01E-01,0
5601,3.144,3.63E-01,0
8080,3.144,1.01E+00,0
1399,3.145,2.98E+00,0
15046,3.145,1.68E-01,0
9063,3.146,2.44E-01,0
2324,3.147,3.61E-01,0
12089,3.147,9.43E-01,0
10032,3.148,2.14E+00,0
11684,3.148,1.46E+01,0
14759,3.148,5.87E-01,0
8703,3.149,1.26E+00,0
10807,3.149,2.04E+01,1
13669,3.149,5.31E-01,0
14789,3.149,6.40E-01,0
1886,3.15,5.96E+00,0
8512,3.15,2.16E+00,0
14945,3.15,1.38E+00,0
2599,3.151,1.15E+00,0
331,3.152,2.51E+00,0
2431,3.152,6.06E-01,0
8201,3.153,1.48E+00,0
14507,3.153,3.38E+00,0
3777,3.154,3.56E+00,0
1103,3.155,2.89E+00,0
8643,3.155,3.85E-01,0
9696,3.155,2.44E+01,1
1648,3.156,3.84E+00,0
7555,3.156,9.91E-01,0
12554,3.156,5.70E-01,0
2274,3.157,1.19E+00,0
7508,3.157,4.27E+00,0
7929,3.158,5.49E+00,0
8694,3.158,1.27E+00,0
649,3.159,3.50E+00,0
12999,3.159,8.91E-01,0
5280,3.16,1.84E+00,0
13304,3.16,5.83E-01,0
1991,3.161,2.39E-01,0
2052,3.161,2.71E-01,0
7925,3.161,2.00E+00,0
12648,3.161,7.67E+00,0
14478,3.161,1.54E+00,0
9450,3.162,3.86E+00,0
7227,3.163,5.39E+00,0
7667,3.163,5.50E-01,0
1651,3.164,4.50E-01,0
10272,3.164,9.61E-01,0
14191,3.164,9.59E+01,2
12154,3.165,1.01E-01,0
15813,3.165,1.02E+00,0
521,3.166,1.56E+00,0
1494,3.166,2.54E+00,0
7817,3.166,7.19E+00,0
8436,3.166,1.70E+00,0
4370,3.167,1.37E+00,0
5515,3.167,3.59E+00,0
2405,3.168,1.15E-01,0
9049,3.169,2.27E+00,0
11720,3.169,4.60E-01,0
16025,3.169,3.59E+00,0
526,3.17,1.29E+00,0
5014,3.17,3.01E+00,0
5541,3.17,1.81E+01,1
9975,3.17,3.61E-01,0
1091,3.171,1.65E+00,0
11036,3.171,9.70E-01,0
2014,3.172,9.92E-01,0
8241,3.172,1.25E+00,0
1337,3.173,1.56E+00,0
3868,3.174,1.29E+00,0
7059,3.174,4.04E-01,0
13843,3.174,3.14E+00,0
15515,3.175,1.43E+00,0
15525,3.175,5.94E-01,0
12242,3.176,4.67E-01,0
3607,3.177,2.35E-01,0
6646,3.177,1.20E+00,0
6871,3.177,2.21E+00,0
8934,3.177,6.13E+00,0
11221,3.177,2.97E+00,0
719,3.178,0.00E+00,0
1670,3.178,5.51E+00,0
3144,3.178,2.83E-01,0
9317,3.178,1.10E+00,0
12053,3.178,5.33E-01,0
3730,3.179,4.96E+00,0
4464,3.179,4.52E-01,0
5839,3.179,4.37E-01,0
3871,3.181,1.64E-01,0
7846,3.181,1.36E+00,0
13041,3.181,5.97E+00,0
2044,3.182,1.48E-01,0
3558,3.182,9.03E-02,0
13971,3.182,3.46E+00,0
14752,3.182,1.30E+01,0
5188,3.183,1.25E+01,0
14056,3.183,5.36E+00,0
2763,3.184,3.50E+00,0
15570,3.184,6.02E-01,0
16234,3.184,8.00E-01,0
1616,3.185,6.32E+00,0
3159,3.185,1.59E-01,0
3599,3.185,5.51E+00,0
8834,3.185,3.50E+00,0
8996,3.185,2.87E-01,0
3135,3.186,6.97E+00,0
15967,3.186,1.77E+00,0
7494,3.187,3.51E+00,0
9713,3.187,3.17E+00,0
11129,3.187,2.22E+00,0
10785,3.188,7.27E+00,0
2728,3.189,1.77E+00,0
2979,3.189,3.54E-01,0
1460,3.19,3.34E+00,0
4730,3.19,9.34E-01,0
8930,3.19,2.39E+00,0
4189,3.191,9.56E+00,0
6252,3.191,6.64E-01,0
11053,3.191,2.28E-01,0
462,3.192,4.55E+00,0
2994,3.192,3.17E+00,0
6133,3.192,1.84E+01,1
7313,3.192,1.48E+00,0
13589,3.193,1.75E-01,0
3218,3.194,6.37E-01,0
5796,3.194,5.39E+00,0
9849,3.194,7.68E-01,0
15964,3.194,4.25E+00,0
7912,3.195,3.25E+00,0
8275,3.195,3.56E-01,0
8638,3.195,1.04E+01,0
9563,3.195,2.08E+00,0
13865,3.195,7.74E-01,0
216,3.196,2.71E+00,0
9416,3.196,9.38E-01,0
11585,3.196,1.95E+01,1
13253,3.198,4.37E+00,0
1195,3.199,2.31E+00,0
4256,3.199,2.81E+00,0
15807,3.199,2.21E+00,0
3081,3.2,7.26E-02,0
5623,3.2,1.35E+00,0
7866,3.2,1.54E+01,0
5485,3.201,3.81E+00,0
5811,3.201,3.02E+00,0
7378,3.201,2.70E+00,0
12656,3.201,2.89E+00,0
12797,3.202,8.28E+00,0
12870,3.203,2.82E+00,0
7780,3.204,1.47E+00,0
10088,3.204,3.64E-01,0
13185,3.204,8.09E-01,0
16267,3.204,2.86E+00,0
6380,3.205,1.12E-01,0
8383,3.205,1.40E+00,0
11331,3.206,4.11E-02,0
13112,3.206,1.10E+01,0
1428,3.207,2.39E-01,0
2757,3.207,4.98E+00,0
3145,3.207,1.11E-01,0
407,3.208,1.12E+00,0
6619,3.208,5.35E-01,0
2765,3.209,2.63E-01,0
3279,3.209,6.82E-02,0
9006,3.209,3.94E+00,0
198,3.211,6.78E+00,0
473,3.211,4.17E-01,0
1209,3.211,6.18E+00,0
5775,3.211,1.74E+00,0
5908,3.211,1.81E+01,1
13671,3.211,7.84E-01,0
15231,3.211,6.27E-01,0
721,3.212,1.02E+01,0
8933,3.212,7.21E+00,0
1303,3.213,2.37E+00,0
8444,3.213,1.74E-01,0
1334,3.214,1.21E+00,0
5071,3.214,2.49E+00,0
3195,3.215,4.77E-01,0
867,3.216,1.85E+01,1
4344,3.216,6.59E-01,0
5322,3.216,7.25E-01,0
6428,3.216,7.36E-01,0
6482,3.216,5.96E+00,0
7956,3.216,2.43E-01,0
9062,3.216,1.39E+00,0
11807,3.216,2.41E-01,0
601,3.217,3.45E+00,0
3166,3.217,0.00E+00,0
1752,3.218,3.34E+00,0
3173,3.219,2.83E+00,0
11491,3.219,3.82E+00,0
3602,3.22,1.57E+00,0
443,3.221,1.91E-01,0
2622,3.221,1.54E+00,0
15709,3.221,9.04E-02,0
10855,3.222,3.48E-01,0
13224,3.222,2.61E+00,0
14116,3.222,6.66E+00,0
4732,3.223,1.15E+00,0
7521,3.223,1.08E+01,0
8030,3.223,2.72E+00,0
8299,3.223,9.06E+00,0
10120,3.223,1.00E+00,0
13328,3.223,2.68E+00,0
3229,3.224,6.39E+00,0
11202,3.224,3.16E-01,0
4136,3.225,2.29E+00,0
7767,3.225,1.39E+00,0
8289,3.225,1.48E+00,0
8354,3.225,4.10E+00,0
5660,3.226,7.54E+00,0
9174,3.226,1.78E+00,0
10552,3.226,6.64E-01,0
11301,3.226,3.47E+01,2
12686,3.226,4.80E-01,0
13208,3.226,5.36E-01,0
13296,3.226,2.32E+00,0
3848,3.227,7.72E+00,0
6927,3.227,2.77E-01,0
229,3.228,3.10E+00,0
6128,3.229,3.05E+00,0
10062,3.229,1.24E-01,0
14856,3.23,8.47E-01,0
2172,3.231,2.05E-01,0
5522,3.231,2.61E+00,0
6156,3.231,7.78E-01,0
7044,3.231,6.04E-01,0
356,3.232,9.07E-02,0
4058,3.232,1.60E+01,0
4466,3.232,4.03E+00,0
15599,3.232,6.42E+00,0
2073,3.233,7.06E-01,0
13097,3.233,1.87E+00,0
1179,3.234,1.15E+02,2
11308,3.234,9.25E-02,0
910,3.235,1.23E-01,0
3122,3.235,4.74E+00,0
4824,3.235,9.48E-02,0
6014,3.235,1.20E-02,0
8705,3.236,1.93E+01,1
10079,3.236,1.95E+00,0
11987,3.236,1.10E+00,0
11290,3.237,1.52E+00,0
10605,3.238,5.85E+00,0
13666,3.239,1.73E-01,0
13863,3.239,1.23E+00,0
2847,3.24,6.00E-01,0
4047,3.24,1.39E+00,0
7175,3.24,2.31E+00,0
14910,3.24,1.19E+01,0
7220,3.241,8.74E+00,0
9155,3.241,2.72E-01,0
9873,3.241,4.03E-01,0
6194,3.242,1.63E+00,0
7070,3.242,3.68E-01,0
10238,3.242,1.47E+00,0
11799,3.242,6.94E+00,0
12067,3.242,1.05E+01,0
812,3.243,1.63E+01,1
4515,3.243,4.20E-01,0
5534,3.243,7.45E-01,0
9909,3.243,4.06E-01,0
30,3.244,3.74E-01,0
2128,3.244,1.87E+00,0
2554,3.245,2.83E+00,0
5189,3.245,2.25E+00,0
5290,3.245,1.43E+00,0
2574,3.246,1.48E+00,0
4574,3.246,1.09E+01,0
12451,3.246,3.72E-01,0
234,3.247,1.64E+00,0
9887,3.247,8.03E-02,0
9357,3.248,8.26E-02,0
10020,3.249,4.89E-02,0
4459,3.25,1.17E+00,0
6890,3.25,2.56E+01,1
11259,3.25,1.51E+00,0
4550,3.251,1.90E-01,0
6278,3.251,4.87E-01,0
10094,3.251,7.61E+00,0
3203,3.252,2.81E-01,0
7135,3.252,7.64E-01,0
880,3.253,8.83E-01,0
5496,3.253,1.45E+00,0
11112,3.253,6.72E-01,0
11398,3.253,9.19E-01,0
15188,3.253,8.94E+00,0
8161,3.254,6.63E-01,0
12206,3.254,1.07E-01,0
14564,3.254,6.76E+00,0
2276,3.255,6.35E-01,0
5108,3.255,1.66E+00,0
8646,3.255,1.70E-01,0
10309,3.255,7.52E-01,0
11905,3.255,2.34E+00,0
15751,3.255,1.12E-01,0
602,3.256,4.28E+00,0
13949,3.256,1.71E+00,0
3331,3.257,6.50E-02,0
3521,3.257,1.33E+00,0
4521,3.257,3.73E+00,0
15336,3.257,9.85E-02,0
1149,3.258,1.49E+00,0
4980,3.258,1.65E-01,0
9501,3.258,5.25E+00,0
3227,3.259,1.47E+00,0
814,3.26,2.26E+00,0
9072,3.26,2.36E-01,0
2737,3.261,7.01E-01,0
4027,3.261,4.79E-01,0
8726,3.261,7.22E-01,0
275,3.262,1.34E+01,0
2016,3.262,2.41E+00,0
3470,3.262,1.04E+00,0
2321,3.263,6.50E-01,0
14339,3.263,8.78E+00,0
5493,3.265,4.03E-01,0
6314,3.265,3.35E-01,0
7910,3.265,2.24E-01,0
1971,3.266,2.53E+00,0
298,3.267,3.38E+00,0
2097,3.267,2.17E-01,0
7236,3.267,1.55E+01,0
13083,3.267,2.74E+00,0
15198,3.267,3.03E+00,0
10158,3.268,6.51E-02,0
7543,3.269,1.71E+00,0
7828,3.269,1.13E+00,0
10122,3.269,6.09E-01,0
11909,3.269,6.32E-01,0
13383,3.269,1.92E+00,0
123,3.27,1.34E+00,0
14684,3.27,5.86E+00,0
4138,3.271,8.87E-02,0
4649,3.271,1.52E-01,0
8536,3.271,1.88E-01,0
11511,3.271,8.31E-02,0
12428,3.271,3.48E+01,2
4214,3.272,4.71E+00,0
7693,3.272,0.00E+00,0
8581,3.273,0.00E+00,0
773,3.274,6.80E+00,0
13622,3.274,6.20E-01,0
11884,3.275,1.47E+00,0
14761,3.276,5.80E-01,0
3710,3.277,2.22E+00,0
7532,3.277,4.27E+00,0
3649,3.278,3.31E-01,0
11583,3.278,5.11E+00,0
4266,3.279,5.63E+00,0
8061,3.279,1.29E+01,0
8500,3.279,1.48E+00,0
12628,3.279,2.47E-01,0
3707,3.28,1.27E+00,0
6052,3.28,4.77E+00,0
7467,3.28,4.73E-01,0
8167,3.28,8.44E-01,0
12808,3.28,1.96E+00,0
14454,3.28,4.41E+01,2
14800,3.28,9.11E-02,0
7897,3.281,6.43E+00,0
8848,3.281,1.05E-01,0
9240,3.282,2.44E+01,1
15932,3.282,1.66E-01,0
3308,3.283,1.27E-01,0
9960,3.283,2.26E+00,0
3684,3.284,7.49E+00,0
4451,3.284,1.48E-01,0
9605,3.284,3.23E-01,0
14527,3.284,6.71E+00,0
2025,3.285,0.00E+00,0
8929,3.285,4.98E+00,0
9294,3.286,3.81E+00,0
3384,3.287,9.47E-01,0
11237,3.287,1.60E+00,0
517,3.288,2.64E+00,0
1129,3.288,1.91E+01,1
14698,3.288,2.15E-01,0
9905,3.289,6.04E-01,0
15025,3.289,8.37E-01,0
1150,3.29,1.41E+00,0
3692,3.29,4.52E-01,0
3770,3.29,5.40E-03,0
7076,3.29,1.07E+00,0
15462,3.29,4.94E+00,0
3822,3.291,7.73E-02,0
6338,3.291,5.40E+00,0
15628,3.291,1.28E+01,0
16223,3.291,6.83E-01,0
6234,3.292,1.33E+00,0
11568,3.292,4.71E+00,0
13229,3.292,8.57E-01,0
3411,3.293,4.88E-01,0
5713,3.293,2.31E+00,0
8575,3.293,2.94E-01,0
10709,3.293,7.39E-01,0
5547,3.294,6.11E+00,0
6030,3.294,1.29E+00,0
6960,3.294,8.84E-01,0
7573,3.294,1.10E+00,0
10654,3.294,9.10E-01,0
13951,3.294,8.66E+00,0
2587,3.295,9.37E-01,0
4104,3.295,2.62E-02,0
4279,3.295,3.64E-01,0
8995,3.295,4.89E-01,0
9697,3.295,5.44E+00,0
12864,3.295,1.52E-01,0
3947,3.296,3.70E-01,0
16027,3.296,7.38E-01,0
3018,3.297,8.88E-01,0
5138,3.297,0.00E+00,0
6141,3.297,2.14E+00,0
7087,3.297,1.65E+01,0
13289,3.297,1.59E-01,0
2649,3.298,7.08E-01,0
5932,3.298,6.93E+00,0
14611,3.299,1.16E-01,0
10249,3.3,4.16E-01,0
1569,3.301,1.62E+00,0
9520,3.301,1.77E-01,0
16083,3.301,5.15E-01,0
2959,3.304,1.28E+00,0
13701,3.305,1.92E+00,0
4914,3.306,1.16E+00,0
14563,3.306,0.00E+00,0
6175,3.307,1.39E+00,0
8868,3.307,1.86E+00,0
2922,3.308,2.35E-01,0
4057,3.308,6.37E+00,0
6147,3.308,1.56E+00,0
11894,3.308,6.22E-01,0
1565,3.309,1.16E+00,0
6899,3.309,1.24E+00,0
10045,3.309,0.00E+00,0
8122,3.31,5.82E+00,0
10138,3.31,4.71E-01,0
86,3.311,4.35E-01,0
2774,3.311,2.49E+00,0
6739,3.311,8.92E-01,0
7371,3.311,1.93E+00,0
1290,3.312,4.70E+00,0
10363,3.312,8.24E-01,0
10820,3.312,2.40E+00,0
85,3.313,1.74E+00,0
10976,3.313,5.60E-01,0
11399,3.313,1.62E-01,0
14879,3.313,1.37E+00,0
1322,3.314,2.45E+00,0
7498,3.314,1.30E+01,0
9766,3.314,9.70E+00,0
14215,3.314,8.18E-01,0
4969,3.315,1.58E-01,0
7372,3.315,1.73E-01,0
5412,3.316,3.91E-02,0
1900,3.317,1.63E+00,0
3046,3.317,1.08E+01,0
11492,3.317,5.13E-01,0
5675,3.318,1.71E+00,0
13903,3.318,3.26E-01,0
540,3.319,1.69E-01,0
999,3.32,1.23E+00,0
3784,3.321,2.07E-01,0
4034,3.321,5.63E+00,0
14095,3.321,4.35E-01,0
1452,3.322,4.17E+00,0
10192,3.322,6.48E-01,0
5874,3.323,1.32E+00,0
6601,3.323,8.55E-02,0
8293,3.323,1.66E+00,0
1987,3.324,2.40E+00,0
7216,3.324,1.66E-01,0
12423,3.324,2.05E+00,0
15557,3.324,2.98E+00,0
1544,3.326,1.30E+00,0
164,3.327,4.14E+00,0
355,3.327,8.57E-01,0
12377,3.327,8.05E-02,0
13004,3.327,7.46E-02,0
956,3.328,5.67E+00,0
13286,3.328,2.73E-01,0
4575,3.329,4.62E+00,0
5778,3.329,3.46E+00,0
905,3.33,2.27E+00,0
1823,3.331,3.66E+00,0
7013,3.331,9.45E+00,0
9448,3.331,6.29E-01,0
13323,3.331,2.39E-01,0
15075,3.332,2.77E+00,0
1201,3.333,2.54E+00,0
12564,3.333,1.31E+00,0
12771,3.333,8.10E-01,0
1916,3.334,1.29E+00,0
1948,3.334,8.48E-01,0
5829,3.334,1.83E+00,0
11360,3.334,2.66E-01,0
12139,3.334,0.00E+00,0
13993,3.334,1.56E+00,0
4485,3.335,2.63E-01,0
9549,3.335,3.79E-01,0
10240,3.336,0.00E+00,0
10512,3.336,0.00E+00,0
12572,3.336,3.58E-01,0
5797,3.338,9.28E-01,0
13620,3.339,1.13E-01,0
7120,3.34,1.17E+00,0
8010,3.34,1.41E+01,0
13591,3.34,1.68E+00,0
5013,3.341,8.11E+00,0
1935,3.342,5.02E-01,0
13667,3.342,1.65E+00,0
14995,3.342,1.51E+00,0
12673,3.343,1.09E+00,0
1878,3.344,4.51E+00,0
3458,3.344,4.99E+00,0
9029,3.344,1.48E+01,0
9306,3.344,5.02E-01,0
4520,3.345,1.43E+01,0
1514,3.346,9.01E-02,0
2685,3.346,1.35E-01,0
9802,3.346,1.47E+00,0
334,3.347,1.10E+00,0
15222,3.347,1.82E+01,1
13844,3.348,3.19E+00,0
4496,3.349,6.09E-01,0
3510,3.351,4.03E+00,0
2206,3.352,9.24E-01,0
5384,3.352,2.78E+00,0
9425,3.352,4.33E+00,0
10067,3.352,1.57E-01,0
10962,3.352,1.62E+00,0
16238,3.352,1.46E+00,0
4999,3.353,3.70E-01,0
5939,3.353,6.49E+00,0
7732,3.353,8.82E-01,0
11233,3.353,1.90E+00,0
1842,3.354,5.28E-01,0
2780,3.354,2.20E+00,0
6596,3.354,1.25E+00,0
8105,3.354,2.75E+00,0
9176,3.355,1.46E-01,0
9263,3.356,2.12E+00,0
3755,3.357,3.07E+00,0
13778,3.357,1.04E-01,0
14367,3.357,3.50E+00,0
5259,3.358,0.00E+00,0
7365,3.358,9.76E-01,0
1888,3.36,4.74E-01,0
6361,3.36,7.45E-01,0
9444,3.36,1.71E+00,0
10046,3.36,1.12E+00,0
12018,3.36,6.62E+00,0
12052,3.36,3.75E+00,0
12080,3.36,4.50E+00,0
12591,3.36,7.98E-01,0
3836,3.361,5.59E-01,0
10993,3.361,9.62E-01,0
8872,3.362,1.42E-01,0
12188,3.362,6.24E+00,0
1197,3.363,5.34E-01,0
1672,3.363,0.00E+00,0
11167,3.363,2.19E+00,0
11655,3.363,9.19E+00,0
6121,3.364,1.57E+00,0
16269,3.364,6.45E-01,0
2555,3.365,6.00E+00,0
10853,3.365,3.93E+00,0
13257,3.365,2.61E+00,0
14670,3.365,5.62E-01,0
12837,3.366,9.81E-01,0
12871,3.366,5.43E-01,0
13374,3.366,1.24E+01,0
6351,3.367,1.16E-01,0
8335,3.367,1.65E+00,0
12796,3.367,1.40E+01,0
12825,3.367,1.32E+00,0
14190,3.367,9.61E+00,0
15358,3.367,1.71E-01,0
6304,3.368,1.44E-01,0
10810,3.368,8.08E+00,0
2379,3.37,6.94E-01,0
2474,3.37,9.49E+00,0
8025,3.37,2.61E-01,0
8065,3.37,5.19E+00,0
14434,3.37,2.32E-01,0
6206,3.372,3.09E+00,0
10685,3.372,3.65E+00,0
11647,3.372,5.03E+00,0
6774,3.373,3.88E-01,0
13937,3.373,7.42E+00,0
2054,3.374,1.20E+00,0
6898,3.374,8.47E-01,0
10833,3.374,3.89E+00,0
12173,3.374,2.10E-01,0
12486,3.374,1.74E+00,0
9542,3.375,3.02E+00,0
16147,3.375,6.66E+00,0
15879,3.376,3.47E-01,0
11553,3.377,6.89E-01,0
12455,3.377,2.81E-01,0
12996,3.377,3.18E-01,0
8314,3.378,1.32E+01,0
14693,3.378,4.49E+00,0
2973,3.379,2.08E+00,0
6420,3.379,1.09E+00,0
9993,3.379,7.25E-01,0
12605,3.379,3.47E+00,0
2472,3.38,4.70E+00,0
6203,3.38,1.44E-01,0
11073,3.381,5.62E+01,2
12658,3.381,9.37E+00,0
12721,3.381,1.41E-01,0
846,3.382,1.21E+00,0
8811,3.382,6.66E-02,0
10440,3.382,7.22E-02,0
13438,3.382,3.69E-01,0
14946,3.382,8.70E-01,0
15474,3.382,1.60E+00,0
3213,3.383,2.41E-01,0
7787,3.383,5.08E-01,0
10784,3.385,4.66E+00,0
1148,3.386,1.75E+00,0
4345,3.386,2.35E+00,0
10376,3.386,4.93E-01,0
6888,3.387,7.08E-01,0
9529,3.387,5.91E-01,0
9959,3.387,8.88E-01,0
79,3.388,3.88E+00,0
7320,3.388,3.12E+00,0
9511,3.388,4.82E+01,2
151,3.389,6.05E+00,0
5763,3.389,4.81E-01,0
8940,3.389,4.88E-01,0
15244,3.389,0.00E+00,0
6280,3.39,2.33E+00,0
8735,3.39,7.89E-01,0
2015,3.391,2.15E+00,0
6024,3.391,4.30E-02,0
9818,3.391,5.26E-01,0
10802,3.391,4.56E+00,0
12045,3.391,1.84E+01,1
13076,3.391,1.08E+01,0
5873,3.392,1.28E+00,0
13699,3.393,1.47E+00,0
16150,3.393,1.01E+00,0
8906,3.394,9.91E-01,0
46,3.395,0.00E+00,0
507,3.395,5.93E-01,0
8938,3.396,2.17E+00,0
4634,3.397,2.14E+00,0
4918,3.398,5.69E-01,0
7174,3.398,1.00E+00,0
5482,3.399,1.05E+00,0
12375,3.399,2.52E+00,0
14012,3.399,4.52E+00,0
6648,3.4,4.24E-01,0
6969,3.401,0.00E+00,0
1406,3.402,3.81E-01,0
6238,3.402,1.66E+00,0
10268,3.402,4.41E+00,0
9479,3.403,2.31E+00,0
10498,3.404,3.91E-01,0
13170,3.404,8.89E+00,0
15136,3.404,2.57E+00,0
5671,3.405,9.52E-01,0
6620,3.405,1.24E+00,0
12391,3.405,8.68E+00,0
6892,3.406,5.94E+00,0
7589,3.406,2.19E-02,0
8013,3.406,4.00E-01,0
11383,3.406,1.92E+00,0
15475,3.406,9.26E-01,0
1914,3.407,1.24E+00,0
9330,3.408,1.43E+00,0
11777,3.408,4.12E+00,0
8501,3.409,4.01E+00,0
3487,3.41,2.67E+00,0
13345,3.41,1.33E+00,0
16237,3.411,1.75E+00,0
2108,3.412,0.00E+00,0
9418,3.412,4.05E-01,0
13475,3.412,5.82E+00,0
2948,3.413,2.99E-01,0
4170,3.413,4.90E+00,0
15440,3.413,3.69E-01,0
465,3.414,1.05E+01,0
1113,3.415,8.19E-02,0
658,3.416,5.85E-01,0
3789,3.416,3.84E+00,0
11739,3.416,5.44E+00,0
987,3.417,1.26E+00,0
11595,3.417,1.02E+00,0
327,3.418,7.81E+00,0
3048,3.418,5.72E+00,0
4809,3.418,2.46E+00,0
15178,3.418,1.48E+01,0
3392,3.419,2.18E+01,1
6105,3.419,9.55E-02,0
6697,3.419,7.54E-01,0
15241,3.42,1.39E+00,0
10264,3.421,1.44E-01,0
5503,3.422,5.98E+00,0
5739,3.422,1.92E+01,1
9228,3.422,8.20E-02,0
13003,3.422,1.42E-01,0
9674,3.423,2.94E-01,0
11609,3.423,2.44E+00,0
3310,3.424,5.36E-02,0
8306,3.424,1.32E+00,0
10003,3.424,4.29E+00,0
