pl_orbper,pl_massj,pl_msinij,pl_radj,st_spstr,,OrbPeriod,MassorMsini(Emass),RadiusERadius,Type,,M = 1
8.586004,,,0.165,,,8.586004,2728.873621,1.806910245,0,,
5.374943,,,0.199,,,5.374943,1708.308099,2.179243265,0,,
17.406669,,,0.271,,,17.406669,5532.32911,2.96771319,0,,
7.693641,,,0.21,,,7.693641,2445.255555,2.299703948,0,,
68.16101,,,0.156,,,68.16101,21663.48655,1.708351504,0,,
30.864423,,,0.213,,,30.864423,9809.581938,2.332556861,0,,
14.667108,,,0.158,,,14.667108,4661.619552,1.730253446,0,,
9.360672,,,0.145,,,9.360672,2975.084905,1.587890821,0,,
28.7798,,,0.19,,,28.7798,9147.030102,2.080684524,0,,
15.660544,,,0.233,,,15.660544,4977.361461,2.551576285,0,,
4.822962,,,0.209,,,4.822962,1532.873008,2.288752977,0,,
2.46236,,,0.145,,,2.46236,782.6072816,1.587890821,0,,
31.805174,,,0.244,,,31.805174,10108.57907,2.672036968,0,,
16.257582,,,0.097,,,16.257582,5167.116934,1.062244204,0,,
6.04045,,,0.115,,,6.04045,1919.824946,1.259361686,0,,
4.138575,,,0.112,,,4.138575,1315.355566,1.226508772,0,,
7.972513,,,0.323,,,7.972513,2533.888922,3.537163691,0,,
2.453234,,,0.262,,,2.453234,779.706782,2.869154449,0,,
41.749882,,,0.277,,,41.749882,13269.28705,3.033419017,0,,
16.087845,,,0.202,,,16.087845,5113.16974,2.212096178,0,,
16.259458,,,0.132,,,16.259458,5167.71318,1.445528196,0,,
11.131786,,,0.107,,,11.131786,3537.994761,1.171753916,0,,
7.466623,,,0.124,,,7.466623,2373.102848,1.357920426,0,,
4.22864,,,0.145,,,4.22864,1343.980756,1.587890821,0,,
5.868075,,,0.295,,,5.868075,1865.039322,3.230536498,0,,
3.071571,,,0.134,,,3.071571,976.2316763,1.467430138,0,,
1.611865,,,0.14,,,1.611865,512.2960436,1.533135965,0,,
23.44281,,,0.106,,,23.44281,7450.784535,1.160802945,0,,
13.137471,,,0.158,,,13.137471,4175.45788,1.730253446,0,,
7.781987,,,0.107,,,7.781987,2473.334399,1.171753916,0,,
20.306546,,,0.146,,,20.306546,6453.991603,1.598841792,0,,
2.75564,,,0.135,,,2.75564,875.8199164,1.478381109,0,,
25.660593,,,0.16,,,25.660593,8155.658365,1.752155389,0,,
14.400974,,,0.226,,,14.400974,4577.03468,2.474919487,0,,
11.32972,,,0.128,,,11.32972,3600.903755,1.401724311,0,,
5.370647,,,0.22,,,5.370647,1706.942709,2.40921366,0,,
3.162697,,,0.229,,,3.162697,1005.194083,2.5077724,0,,
16.282493,,,0.165,,,16.282493,5175.034351,1.806910245,0,,
4.069427,,,0.145,,,4.069427,1293.378386,1.587890821,0,,
151.884058,,,0.254,,,151.884058,48273.02659,2.78154668,0,,
25.672083,,,0.219,,,25.672083,8159.31021,2.398262688,0,,
10.222157,,,0.142,,,10.222157,3248.889075,1.555037908,0,,
8.594805,,,0.19,,,8.594805,2731.670827,2.080684524,0,,
67.093408,,,0.29,,,67.093408,21324.1726,3.175781642,0,,
23.637604,,,0.277,,,23.637604,7512.695548,3.033419017,0,,
49.567416,,,0.22,,,49.567416,15753.91928,2.40921366,0,,
17.790037,,,0.252,,,17.790037,5654.174246,2.759644737,0,,
25.209715,,,0.081,,,25.209715,8012.356652,0.887028666,0,,
15.677563,,,0.109,,,15.677563,4982.770578,1.193655859,0,,
10.349695,,,0.11,,,10.349695,3289.424239,1.20460683,0,,
5.599308,,,0.091,,,5.599308,1779.617608,0.996538377,0,,
47.427737,,,0.2,,,47.427737,15073.8691,2.190194236,0,,
20.739886,,,0.17,,,20.739886,6591.719246,1.861665101,0,,
34.096863,,,0.138,,,34.096863,10836.94231,1.511234023,0,,
8.307872,,,0.181,,,8.307872,2640.475447,1.982125784,0,,
52.814973,,,0.214,,,52.814973,16786.08426,2.343507833,0,,
17.308032,,,0.231,,,17.308032,5500.979496,2.529674343,0,,
2.092281,,,0.135,,,2.092281,664.9857639,1.478381109,0,,
50.697494,,,0.245,,,50.697494,16113.08987,2.682987939,0,,
11.38848,,,0.213,,,11.38848,3619.579336,2.332556861,0,,
21.2234,,,0.249,,,21.2234,6745.393598,2.726791824,0,,
9.926746,,,0.244,,,9.926746,3154.999148,2.672036968,0,,
17.738506,,,0.166,,,17.738506,5637.796244,1.817861216,0,,
9.939632,,,0.12,,,9.939632,3159.094681,1.314116542,0,,
3.763024,,,0.13,,,3.763024,1195.994892,1.423626253,0,,
2.019999,,,0.139,,,2.019999,642.0125108,1.522184994,0,,
20.134866,,,0.212,,,20.134866,6399.426869,2.32160589,0,,
10.399931,,,0.108,,,10.399931,3305.390653,1.182704887,0,,
5.996553,,,0.285,,,5.996553,1905.873244,3.121026786,0,,
2.061897,,,0.15,,,2.061897,655.3288739,1.642645677,0,,
10.640263,,,0.238,,,10.640263,3381.774924,2.606331141,0,,
4.938864,,,0.126,,,4.938864,1569.709924,1.379822369,0,,
22.407793,,,0.119,,,22.407793,7121.827014,1.30316557,0,,
13.343058,,,0.139,,,13.343058,4240.799213,1.522184994,0,,
7.267277,,,0.12,,,7.267277,2309.745081,1.314116542,0,,
3.886803,,,0.102,,,3.886803,1235.335341,1.11699906,0,,
20.729042,,,0.18,,,20.729042,6588.272718,1.971174812,0,,
1.6329,,,0.104,,,1.6329,518.9815584,1.138901003,0,,
29.022358,,,0.222,,,29.022358,9224.121858,2.431115602,0,,
20.303005,,,0.176,,,20.303005,6452.866173,1.927370928,0,,
10.687576,,,0.211,,,10.687576,3396.812326,2.310654919,0,,
11.637071,,,0.203,,,11.637071,3698.58855,2.22304715,0,,
5.687945,,,0.184,,,5.687945,1807.78894,2.014978697,0,,
20.684342,,,0.306,,,20.684342,6574.0658,3.350997181,0,,
9.825792,,,0.23,,,9.825792,3122.913127,2.518723371,0,,
4.302149,,,0.178,,,4.302149,1367.343985,1.94927287,0,,
3.137873,,,0.113,,,3.137873,997.3043172,1.237459743,0,,
41.885775,,,0.269,,,41.885775,13312.47767,2.945811247,0,,
13.817124,,,0.134,,,13.817124,4391.470724,1.467430138,0,,
6.40013,,,0.178,,,6.40013,2034.141369,1.94927287,0,,
2.735926,,,0.146,,,2.735926,869.5542526,1.598841792,0,,
96.678988,,,0.352,,,96.678988,30727.30226,3.854741855,0,,
20.552802,,,0.257,,,20.552802,6532.258688,2.814399593,0,,
9.576694,,,0.259,,,9.576694,3043.742774,2.836301536,0,,
49.412,0.024,,0.633,,,49.412,7.627875192,6.931964757,0,,
36.855,0.006,,0.259,,,36.855,1.906968798,2.836301536,0,,
25.751974,,,0.224,,,25.751974,8184.701817,2.453017544,0,,
12.759712,,,0.232,,,12.759712,4055.395443,2.540625314,0,,
5.433074,,,0.128,,,5.433074,1726.783766,1.401724311,0,,
34.035257,,,0.277,,,34.035257,10817.36219,3.033419017,0,,
11.903515,,,0.228,,,11.903515,3783.271949,2.496821429,0,,
247.35373,,,0.195,,,247.35373,78615.9742,2.13543938,0,,
44.000529,,,0.133,,,44.000529,13984.60598,1.456479167,0,,
13.98179,,,0.175,,,13.98179,4443.806212,1.916419957,0,,
8.005777,,,0.217,,,8.005777,2544.461157,2.376360746,0,,
4.263742,,,0.115,,,4.263742,1355.137159,1.259361686,0,,
35.118736,,,0.246,,,35.118736,11161.7223,2.69393891,0,,
14.627119,,,0.201,,,14.627119,4648.909923,2.201145207,0,,
6.388996,,,0.255,,,6.388996,2030.60267,2.792497651,0,,
2.940309,,,0.21,,,2.940309,934.5129199,2.299703948,0,,
39.595519,,,0.169,,,39.595519,12584.56988,1.850714129,0,,
11.463462,,,0.228,,,11.463462,3643.410725,2.496821429,0,,
4.166972,,,0.209,,,4.166972,1324.380931,2.288752977,0,,
16.665863,,,0.255,,,16.665863,5296.880122,2.792497651,0,,
7.930592,,,0.285,,,7.930592,2520.565249,3.121026786,0,,
87.090195,,,0.23,,,87.090195,27679.71408,2.518723371,0,,
13.767102,,,0.196,,,13.767102,4375.572325,2.146390351,0,,
8.348125,,,0.112,,,8.348125,2653.268983,1.226508772,0,,
6.195469,,,0.108,,,6.195469,1969.094345,1.182704887,0,,
3.250619,,,0.101,,,3.250619,1033.138168,1.106048089,0,,
13.193242,,,0.24,,,13.193242,4193.183473,2.628233083,0,,
4.425391,,,0.13,,,4.425391,1406.513759,1.423626253,0,,
7.406097,,,0.122,,,7.406097,2353.865982,1.336018484,0,,
4.393147,,,0.129,,,4.393147,1396.265709,1.412675282,0,,
34.260281,,,0.212,,,34.260281,10888.88115,2.32160589,0,,
7.650254,,,0.203,,,7.650254,2431.465946,2.22304715,0,,
15.31299,,,0.199,,,15.31299,4866.899022,2.179243265,0,,
8.180848,,,0.207,,,8.180848,2600.103646,2.266851034,0,,
28.986769,,,0.219,,,28.986769,9212.810673,2.398262688,0,,
10.945723,,,0.244,,,10.945723,3478.858705,2.672036968,0,,
5.03503,,,0.126,,,5.03503,1600.274184,1.379822369,0,,
21.347262,,,0.202,,,21.347262,6784.760426,2.212096178,0,,
7.810937,,,0.094,,,7.810937,2482.535524,1.029391291,0,,
19.446355,,,0.27,,,19.446355,6180.598703,2.956762219,0,,
6.919798,,,0.112,,,6.919798,2199.306479,1.226508772,0,,
7.06424,,,0.183,,,7.06424,2245.21421,2.004027726,0,,
4.921355,,,0.189,,,4.921355,1564.145071,2.069733553,0,,
13.699087,,,0.322,,,13.699087,4353.955245,3.52621272,0,,
4.309427,,,0.137,,,4.309427,1369.657138,1.500283052,0,,
43.595792,,,0.304,,,43.595792,13855.96918,3.329095239,0,,
10.139623,,,0.212,,,10.139623,3222.657447,2.32160589,0,,
28.551383,,,0.17,,,28.551383,9074.432753,1.861665101,0,,
16.709184,,,0.189,,,16.709184,5310.648755,2.069733553,0,,
13.5405,,,0.2,,,13.5405,4303.551835,2.190194236,0,,
1.732342,,,0.118,,,1.732342,550.5870236,1.292214599,0,,
15.906801,,,0.227,,,15.906801,5055.628864,2.485870458,0,,
4.973456,,,0.205,,,4.973456,1580.704235,2.244949092,0,,
52.661793,,,0.2,,,52.661793,16737.39935,2.190194236,0,,
5.931194,,,0.186,,,5.931194,1885.100315,2.036880639,0,,
62.303276,,,0.263,,,62.303276,19801.73389,2.88010542,0,,
33.040532,,,0.202,,,33.040532,10501.2106,2.212096178,0,,
46.90232,,,0.226,,,46.90232,14906.8768,2.474919487,0,,
18.870227,,,0.261,,,18.870227,5997.489017,2.858203478,0,,
88.255055,,,0.213,,,88.255055,28049.93936,2.332556861,0,,
18.207973,,,0.249,,,18.207973,5787.006064,2.726791824,0,,
24.674612,,,0.186,,,24.674612,7842.285864,2.036880639,0,,
15.228958,,,0.273,,,15.228958,4840.191289,2.989615132,0,,
30.826557,,,0.278,,,30.826557,9797.547058,3.044369988,0,,
12.56093,,,0.249,,,12.56093,3992.216931,2.726791824,0,,
7.381998,,,0.329,,,7.381998,2346.206642,3.602869518,0,,
3.428054,,,0.112,,,3.428054,1089.532003,1.226508772,0,,
160.018032,,,0.353,,,160.018032,50858.23236,3.865692827,0,,
55.328328,,,0.144,,,55.328328,17584.89919,1.57693985,0,,
29.198943,,,0.376,,,29.198943,9280.245539,4.117565164,0,,
4.180043,,,0.321,,,4.180043,1328.535263,3.515261749,0,,
1.729366,,,0.161,,,1.729366,549.6411671,1.76310636,0,,
33.416423,,,0.217,,,33.416423,10620.67933,2.376360746,0,,
12.610584,,,0.136,,,12.610584,4007.998369,1.48933208,0,,
76.732171,,,0.279,,,76.732171,24387.64265,3.055320959,0,,
31.158799,,,0.331,,,31.158799,9903.142913,3.624771461,0,,
42.882,0.25,,0.385,,,42.882,79.45703325,4.216123904,0,,
22.951,0.117,,0.236,,,22.951,37.18589156,2.584429198,0,,
10.104665,,,0.12,,,10.104665,3211.546812,1.314116542,0,,
5.885273,,,0.119,,,5.885273,1870.50533,1.30316557,0,,
27.082511,,,0.301,,,27.082511,8607.583908,3.296242325,0,,
16.007583,,,0.215,,,16.007583,5087.660219,2.354458804,0,,
41.809118,,,0.193,,,41.809118,13288.11392,2.113537438,0,,
4.761702,,,0.255,,,4.761702,1513.402857,2.792497651,0,,
2.024152,,,0.178,,,2.024152,643.3324511,1.94927287,0,,
7.010606,,,0.126,,,7.010606,2228.167816,1.379822369,0,,
3.107675,,,0.062,,,3.107675,987.7065432,0.678960213,0,,
91.353282,,,0.161,,,91.353282,29034.64306,1.76310636,0,,
3.25427,,,0.144,,,3.25427,1034.298558,1.57693985,0,,
157.072878,,,0.302,,,157.072878,49922.17956,3.307193296,0,,
15.771044,,,0.262,,,15.771044,5012.48147,2.869154449,0,,
18.735753,,,0.168,,,18.735753,5954.749396,1.839763158,0,,
8.436387,,,0.131,,,8.436387,2681.321129,1.434577225,0,,
16.399235,,,0.178,,,16.399235,5212.138243,1.94927287,0,,
11.5789,,,0.183,,,11.5789,3680.100169,2.004027726,0,,
11.448708,,,0.103,,,11.448708,3638.721489,1.127950032,0,,
6.00253,,,0.161,,,6.00253,1907.772903,1.76310636,0,,
10.105785,,,0.112,,,10.105785,3211.902779,1.226508772,0,,
5.317429,,,0.178,,,5.317429,1690.028531,1.94927287,0,,
31.517586,,,0.253,,,31.517586,10017.17552,2.770595709,0,,
8.129976,,,0.157,,,8.129976,2583.935093,1.719302475,0,,
18.010199,,,0.138,,,18.010199,5724.147923,1.511234023,0,,
6.414914,,,0.114,,,6.414914,2038.84014,1.248410715,0,,
6.178196,,,0.108,,,6.178196,1963.6045,1.182704887,0,,
25.5169,0.026,,0.075,,,25.5169,8.263531458,0.821322839,0,,
16.092,0.051,,0.215,,,16.092,16.20923478,2.354458804,0,,
87.517905,,,0.146,,,87.517905,27815.65235,1.598841792,0,,
27.50868,,,0.259,,,27.50868,8743.032406,2.836301536,0,,
8.457458,,,0.091,,,8.457458,2688.018086,0.996538377,0,,
82.20017,,,0.227,,,82.20017,26125.52656,2.485870458,0,,
15.79186,,,0.211,,,15.79186,5019.09738,2.310654919,0,,
22.804,0.105,,0.101,,,22.804,33.37195397,1.106048089,0,,
15.09,0.097,,0.101,,,15.09,30.8293289,1.106048089,0,,
48.630408,,,0.236,,,48.630408,15456.11178,2.584429198,0,,
29.393195,,,0.237,,,29.393195,9341.98429,2.59538017,0,,
14.435889,,,0.125,,,14.435889,4588.131649,1.368871398,0,,
100.283134,,,0.223,,,100.283134,31872.80125,2.442066573,0,,
21.869741,,,0.141,,,21.869741,6950.818951,1.544086936,0,,
10.495711,,,0.136,,,10.495711,3335.832232,1.48933208,0,,
5.774464,,,0.066,,,5.774464,1835.287112,0.722764098,0,,
4.164389,,,0.211,,,4.164389,1323.559981,2.310654919,0,,
30.950851,,,0.099,,,30.950851,9837.051188,1.084146147,0,,
13.821375,,,0.156,,,13.821375,4392.821812,1.708351504,0,,
3.410493,,,0.065,,,3.410493,1083.950623,0.711813127,0,,
26.695074,,,0.132,,,26.695074,8484.44553,1.445528196,0,,
17.232366,,,0.262,,,17.232366,5476.930713,2.869154449,0,,
37.993273,,,0.232,,,37.993273,12075.33102,2.540625314,0,,
21.587475,,,0.196,,,21.587475,6861.106875,2.146390351,0,,
12.465988,,,0.524,,,12.465988,3962.041692,5.738308898,0,,
5.766193,,,0.209,,,5.766193,1832.658356,2.288752977,0,,
41.008011,,,0.203,,,41.008011,13033.49957,2.22304715,0,,
3.177422,,,0.209,,,3.177422,1009.874102,2.288752977,0,,
12.794585,,,0.136,,,12.794585,4066.479063,1.48933208,0,,
6.312501,,,0.192,,,6.312501,2006.290407,2.102586467,0,,
4.125103,,,0.082,,,4.125103,1311.073785,0.897979637,0,,
2.422082,,,0.321,,,2.422082,769.8058,3.515261749,0,,
20.17202,,,0.685,,,20.17202,6411.235455,7.501415258,0,,
7.518496,,,0.175,,,7.518496,2389.589547,1.916419957,0,,
50.790412,,,1.008,,,50.790412,16142.62182,11.03857895,0,,
18.795952,,,0.697,,,18.795952,5973.882332,7.632826912,0,,
13.07163,,,0.205,,,13.07163,4154.531758,2.244949092,0,,
5.968734,,,0.305,,,5.968734,1897.031584,3.34004621,0,,
8.990889,,,0.232,,,8.990889,2857.557465,2.540625314,0,,
2.403679,,,0.097,,,2.403679,763.9568089,1.062244204,0,,
11.776,0.012,,0.226,,,11.776,3.813937596,2.474919487,0,,
8.041,0.009,,0.143,,,8.041,2.860453197,1.565988879,0,,
5.188549,,,0.112,,,5.188549,1649.066842,1.226508772,0,,
8.92507,0.027,,0.194,,,8.92507,8.581359591,2.124488409,0,,
4.754,0.037,,0.162,,,4.754,11.75964092,1.774057331,0,,
28.574263,,,0.214,,,28.574263,9081.704661,2.343507833,0,,
8.408878,,,0.211,,,8.408878,2672.577995,2.310654919,0,,
224.784608,,,0.651,,,224.784608,71442.87229,7.129082238,0,,
3.341815,,,0.141,,,3.341815,1062.122822,1.544086936,0,,
31.719775,,,0.197,,,31.719775,10081.43687,2.157341322,0,,
12.691112,,,0.163,,,12.691112,4033.592433,1.785008302,0,,
21.2227,0.007,,0.225,,,21.2227,2.224796931,2.463968516,0,,
6.48163,0.004,,0.211,,,6.48163,1.271312532,2.310654919,0,,
190.323494,,,0.73,,,190.323494,60490.16076,7.994208961,0,,
49.183921,,,0.772,,,49.183921,15632.03379,8.454149751,0,,
14.749049,,,0.308,,,14.749049,4687.662707,3.372899123,0,,
7.958203,,,0.095,,,7.958203,2529.340802,1.040342262,0,,
4.901425,,,0.161,,,4.901425,1557.810757,1.76310636,0,,
3.179997,,,0.139,,,3.179997,1010.692509,1.522184994,0,,
43.8445,0.035,,0.228,,,43.8445,11.12398466,2.496821429,0,,
23.9802,0.025,,0.085,,,23.9802,7.945703325,0.93083255,0,,
13.5708,0.033,,0.223,,,13.5708,10.48832839,2.442066573,0,,
6.16486,0.0005,,0.073,,,6.16486,0.158914067,0.799420896,0,,
7.125939,,,0.144,,,7.125939,2264.823888,1.57693985,0,,
5.4122,,,0.429,,,5.4122,1720.149421,4.697966636,0,,
51.755394,,,0.319,,,51.755394,16449.32025,3.493359806,0,,
23.668205,,,0.279,,,23.668205,7522.421407,3.055320959,0,,
11.427548,,,0.277,,,11.427548,3631.996246,3.033419017,0,,
179.612,0.114,,0.459,,,179.612,36.23240716,5.026495772,0,,
15.9654,0.031,,0.301,,,15.9654,9.852672123,3.296242325,0,,
27.4536,0.002,,0.079,,,27.4536,0.635656266,0.865126723,0,,
16.1457,0.028,,0.198,,,16.1457,8.899187724,2.168292294,0,,
10.3117,0.012,,0.105,,,10.3117,3.813937596,1.149851974,0,,
7.07142,0.009,,0.052,,,7.07142,2.860453197,0.569450501,0,,
5.28696,0.001,,0.042,,,5.28696,0.317828133,0.45994079,0,,
6.029809,,,0.119,,,6.029809,1916.442937,1.30316557,0,,
3.487691,,,0.524,,,3.487691,1108.486319,5.738308898,0,,
35.3331,0.009,,0.144,,,35.3331,2.860453197,1.57693985,0,,
12.8159,0.003,,0.196,,,12.8159,0.953484399,2.146390351,0,,
6.88705,0.023,,0.118,,,6.88705,7.310047059,1.292214599,0,,
4.60358,0.019,,0.132,,,4.60358,6.038734527,1.445528196,0,,
1.54168,0.011,,0.178,,,1.54168,3.496109463,1.94927287,0,,
789,1.08,,,,,789,343.2543836,NaN,0,,
2.58664,0.011,,0.132,,,2.58664,3.496109463,1.445528196,0,,
16.2385,0.027,,0.238,,,16.2385,8.581359591,2.606331141,0,,
11.5231,0.041,,0.305,,,11.5231,13.03095345,3.34004621,0,,
820.3,9.836,,,,,820.3,3126.157516,NaN,0,,
2.50806,0.034,,0.313,,,2.50806,10.80615652,3.427653979,0,,
1460,3,,,,,1460,953.484399,NaN,0,,
4.72674,0.008,,0.134,,,4.72674,2.542625064,1.467430138,0,,
26.723,0.019,,0.232,,,26.723,6.038734527,2.540625314,0,,
13.749,0.202,,0.313,,,13.749,64.20128287,3.427653979,0,,
331.60059,,,1.008,,,331.60059,105391.9964,11.03857895,0,,
210.60697,,,0.723,,,210.60697,66936.82007,7.917552163,0,,
124.9144,,,0.257,,,124.9144,39701.31054,2.814399593,0,,
91.93913,,,0.237,,,91.93913,29220.84204,2.59538017,0,,
59.73667,,,0.256,,,59.73667,18985.9943,2.803448622,0,,
8.719375,,,0.106,,,8.719375,2771.262677,1.160802945,0,,
7.008151,,,0.117,,,7.008151,2227.387548,1.281263628,0,,
54.32031,0.11,,0.585,,,54.32031,34.96109463,6.40631814,0,,
22.342989,0.334,,1.005,,,22.342989,106.1545964,11.00572604,0,,
10.423648,0.049,,0.385,,,10.423648,15.57357852,4.216123904,0,,
3.743208,0.033,,0.153,,,3.743208,10.48832839,1.675498591,0,,
191.2318,0.02,,0.548,,,191.2318,6.35656266,6.001132207,0,,
114.73635,1.02,,1.204,,,114.73635,324.1846957,13.1849693,0,,
282.5255,,,0.903,,,282.5255,89794.55219,9.888726976,0,,
25.216751,,,0.113,,,25.216751,8014.592891,1.237459743,0,,
17.91323,,,0.107,,,17.91323,5693.328447,1.171753916,0,,
12.513,,,0.194,,,12.513,3976.983428,2.124488409,0,,
8.306,,,0.176,,,8.306,2639.880473,1.927370928,0,,
44.552169,,,0.196,,,44.552169,14159.93269,2.146390351,0,,
27.434389,,,0.232,,,27.434389,8719.420636,2.540625314,0,,
4.224537,,,0.123,,,4.224537,1342.676707,1.346969455,0,,
12.883,,,0.211,,,12.883,4094.579837,2.310654919,0,,
8.726,,,0.199,,,8.726,2773.368289,2.179243265,0,,
5.169796,,,0.173,,,5.169796,1643.106611,1.894518014,0,,
20.09,,,0.211,,,20.09,6385.167192,2.310654919,0,,
9.77,,,0.252,,,9.77,3105.180859,2.759644737,0,,
5.902206,,,0.22,,,5.902206,1875.887114,2.40921366,0,,
2.382961,,,0.158,,,2.382961,757.3720456,1.730253446,0,,
51.538,,,0.477,,,51.538,16380.22632,5.223613253,0,,
26.444,,,0.357,,,26.444,8404.647149,3.909496711,0,,
20.837846,,,0.108,,,20.837846,6622.85369,1.182704887,0,,
12.04,,,0.211,,,12.04,3826.650721,2.310654919,0,,
5.955,,,0.216,,,5.955,1892.666532,2.365409775,0,,
4.645387,,,0.146,,,4.645387,1476.434677,1.598841792,0,,
3.072186,,,0.155,,,3.072186,976.4271406,1.697400533,0,,
9.522,,,0.249,,,9.522,3026.359482,2.726791824,0,,
7.053,,,0.236,,,7.053,2241.641822,2.584429198,0,,
81.065298,,,0.3,,,81.065298,25764.83231,3.285291354,0,,
52.09059,,,0.677,,,52.09059,16555.85497,7.413807489,0,,
27.402,,,0.247,,,27.402,8709.1265,2.704889881,0,,
13.485,,,0.231,,,13.485,4285.912374,2.529674343,0,,
3.90512,,,1.11,,,3.90512,1241.156999,12.15557801,0,,
580,,0.947,,,,580,184340.3171,NaN,0,,
9.605085,0.015,,0.085,,,9.605085,4.767421995,0.93083255,0,,
5.398763,0.026,,0.206,,,5.398763,8.263531458,2.255900063,0,,
8.13123,,,0.136,,,8.13123,2584.33365,1.48933208,0,,
5.859944,,,0.23,,,5.859944,1862.455061,2.518723371,0,,
2.15491,,,0.127,,,2.15491,684.8910221,1.39077334,0,,
9.4341505,0.378,,0.545,,,9.4341505,120.1390343,5.968279293,0,,
11.9016171,0.68,,0.227,,,11.9016171,216.1231304,2.485870458,0,,
8.9193459,0.56,,0.22,,,8.9193459,177.9837545,2.40921366,0,,
7.1316185,0.25,,0.203,,,7.1316185,79.45703325,2.22304715,0,,
17.9801235,1.37,,0.177,,,17.9801235,435.4245422,1.938321899,0,,
11.8681707,2.05,,0.098,,,11.8681707,651.5476727,1.073195176,0,,
40.101371,,,0.262,,,40.101371,12745.34388,2.869154449,0,,
15.5741568,2.19,,0.255,,,15.5741568,696.0436113,2.792497651,0,,
10.2184954,1.39,,0.248,,,10.2184954,441.7811049,2.715840853,0,,
11.6092567,6.95,,0.138,,,11.6092567,2208.905524,1.511234023,0,,
5.7293196,18.86,,0.195,,,5.7293196,5994.238588,2.13543938,0,,
21.40239,0.57,,0.874,,,21.40239,181.1620358,9.571148811,0,,
10.5016,0.07,,0.581,,,10.5016,22.24796931,6.362514256,0,,
10.198545,,,0.142,,,10.198545,3241.384517,1.555037908,0,,
4.617534,,,0.138,,,4.617534,1467.58221,1.511234023,0,,
2.211099,,,0.142,,,2.211099,702.749467,1.555037908,0,,
42.1516418,1.11,,0.197,,,42.1516418,352.7892276,2.157341322,0,,
27.9481449,1.49,,0.217,,,27.9481449,473.5639182,2.376360746,0,,
20.995694,,,0.136,,,20.995694,6673.022225,1.48933208,0,,
12.0717249,0.37,,0.11,,,12.0717249,117.5964092,1.20460683,0,,
8.0109434,0.92,,0.187,,,8.0109434,292.4018824,2.047831611,0,,
9.751962,,,0.189,,,9.751962,3099.447876,2.069733553,0,,
38.5583038,,,0.283,,,38.5583038,12254.91371,3.099124844,0,,
18.6489525,18.41,,0.258,,,18.6489525,5851.215929,2.825350564,0,,
36.445171,,,0.174,,,36.445171,11583.30066,1.905468985,0,,
16.3850021,10.41,,0.164,,,16.3850021,3308.590865,1.795959274,0,,
7.8773565,8.7,,0.187,,,7.8773565,2765.104757,2.047831611,0,,
,0.024,,0.865,,,NaN,7.627875192,9.472590071,0,,
85.312,0.013,,0.803,,,85.312,4.131765729,8.793629858,0,,
45.154,0.007,,0.633,,,45.154,2.224796931,6.931964757,0,,
9.37647,,,0.194,,,9.37647,2980.105954,2.124488409,0,,
7.81254,,,0.153,,,7.81254,2483.045002,1.675498591,0,,
18.596108,,,0.139,,,18.596108,5910.366287,1.522184994,0,,
2.576549,,,0.143,,,2.576549,818.8997583,1.565988879,0,,
10.9129343,0.72,,0.227,,,10.9129343,228.8362558,2.485870458,0,,
7.2037945,0.98,,0.243,,,7.2037945,311.4715703,2.661085997,0,,
982,2.067,,,,,982,656.9507509,NaN,0,,
42.8961,0.025,,0.182,,,42.8961,7.945703325,1.993076755,0,,
9.6739283,11.61,,0.28,,,9.6739283,3689.984624,3.06627193,0,,
4.7779803,5.94,,0.191,,,4.7779803,1887.89911,2.091635495,0,,
303.137,28,,0.411,,,303.137,8899.187724,4.500849155,0,,
49.532,2,,0.27,,,49.532,635.656266,2.956762219,0,,
6.766589,,,0.146,,,6.766589,2150.612349,1.598841792,0,,
57.011,0.376,,,,,57.011,119.503378,NaN,0,,
33.60134,6,,0.808,,,33.60134,1906.968798,8.848384713,0,,
39.792187,,,0.178,,,39.792187,12647.0765,1.94927287,0,,
21.301886,,,0.066,,,21.301886,6770.338657,0.722764098,0,,
13.367308,,,0.027,,,13.367308,4248.506545,0.295676222,0,,
16.23855,0.025,,0.328,,,16.23855,7.945703325,3.591918547,0,,
13.83989,0.014,,0.133,,,13.83989,4.449593862,1.456479167,0,,
131.458,0.127,,0.728,,,131.458,40.36417289,7.972307019,0,,
288.822,0.22,,0.764,,,288.822,69.92218926,8.366541982,0,,
41.02902,,,0.398,,,41.02902,13040.17683,4.35848653,0,,
31.7844,,,0.359,,,31.7844,10101.97651,3.931398654,0,,
21.77596,,,0.477,,,21.77596,6921.012711,5.223613253,0,,
13.17562,,,0.285,,,13.17562,4187.582706,3.121026786,0,,
5.66793,,,0.155,,,5.66793,1801.42761,1.697400533,0,,
87.648901,,,0.407,,,87.648901,27857.28656,4.45704527,0,,
42.6318,4.7,,0.473,,,42.6318,1493.792225,5.179809368,0,,
20.8613,,,0.491,,,20.8613,6630.308031,5.376926849,0,,
143.34394,0.073,,0.785,,,143.34394,23.20145371,8.596512376,0,,
60.323105,2.01,,1.097,,,60.323105,638.8345473,12.01321538,0,,
29.33434,0.036,,0.348,,,29.33434,11.44181279,3.810937971,0,,
13.2907,0.3,,0.259,,,13.2907,95.3484399,2.836301536,0,,
10.3376,0.4,,0.321,,,10.3376,127.1312532,3.515261749,0,,
8.9858,1.36,,0.303,,,8.9858,432.2462609,3.318144268,0,,
