pl_orbper,pl_massj,pl_msinij,pl_radj,st_spstr,,OrbPeriod,MassorMsini(Emass),RadiusERadius,Type,,M = 1
12.904532,,,0.118,,,12.904532,4101.423313,1.292214599,0,,
12.162701,,,0.142,,,12.162701,3865.648551,1.555037908,0,,
5.262155,,,0.118,,,5.262155,1672.460899,1.292214599,0,,
13.391635,,,0.1,,,13.391635,4256.23835,1.095097118,0,,
5.629021,,,0.088,,,5.629021,1789.061235,0.963685464,0,,
7.630004,,,0.113,,,7.630004,2425.029926,1.237459743,0,,
3.930821,,,0.106,,,3.930821,1249.3255,1.160802945,0,,
62.784697,,,0.204,,,62.784697,19954.74303,2.233998121,0,,
20.09838,,,0.148,,,20.09838,6387.830592,1.620743735,0,,
28.906009,,,0.062,,,28.906009,9187.142873,0.678960213,0,,
16.092361,,,0.067,,,16.092361,5114.605052,0.733715069,0,,
27.014976,,,0.184,,,27.014976,8586.119385,2.014978697,0,,
12.509529,,,0.124,,,12.509529,3975.880247,1.357920426,0,,
14.172327,,,0.16,,,14.172327,4504.364231,1.752155389,0,,
4.920199,,,0.095,,,4.920199,1563.777662,1.040342262,0,,
19.986326,,,0.236,,,19.986326,6352.216678,2.584429198,0,,
12.125934,,,0.129,,,12.125934,3853.962964,1.412675282,0,,
5.028219,,,0.117,,,5.028219,1598.109457,1.281263628,0,,
3.282807,,,0.098,,,3.282807,1043.36842,1.073195176,0,,
1.897806,,,0.092,,,1.897806,603.1761378,1.007489349,0,,
16.725948,,,0.111,,,16.725948,5315.976825,1.215557801,0,,
5.535309,,,0.121,,,5.535309,1759.276925,1.325067513,0,,
30.092568,,,0.151,,,30.092568,9564.264705,1.653596648,0,,
20.053763,,,0.186,,,20.053763,6373.650054,2.036880639,0,,
6.849692,,,0.121,,,6.849692,2177.02482,1.325067513,0,,
67.968015,,,0.159,,,67.968015,21602.14731,1.741204418,0,,
34.763278,,,0.169,,,34.763278,11048.74774,1.850714129,0,,
19.02293,,,0.17,,,19.02293,6046.022326,1.861665101,0,,
4.57953,,,0.142,,,4.57953,1455.50347,1.555037908,0,,
14.871572,,,0.126,,,14.871572,4726.603964,1.379822369,0,,
2.732756,,,0.101,,,2.732756,868.5467374,1.106048089,0,,
72.379334,,,0.346,,,72.379334,23004.18859,3.789036028,0,,
26.84768,,,0.291,,,26.84768,8532.94801,3.186732613,0,,
53.578637,,,0.107,,,53.578637,17028.79817,1.171753916,0,,
37.815724,,,0.116,,,37.815724,12018.90096,1.270312657,0,,
12.51616,,,0.16,,,12.51616,3977.987765,1.752155389,0,,
3.281959,,,0.13,,,3.281959,1043.098902,1.423626253,0,,
17.784129,,,0.146,,,17.784129,5652.296517,1.598841792,0,,
10.664903,,,0.182,,,10.664903,3389.606209,1.993076755,0,,
59.980627,,,0.192,,,59.980627,19063.5307,2.102586467,0,,
25.745718,,,0.138,,,25.745718,8182.713485,1.511234023,0,,
11.932125,,,0.183,,,11.932125,3792.365011,2.004027726,0,,
7.542427,,,0.151,,,7.542427,2397.195492,1.653596648,0,,
3.614568,,,0.103,,,3.614568,1148.811399,1.127950032,0,,
37.866281,,,0.129,,,37.866281,12034.96939,1.412675282,0,,
10.327186,,,0.079,,,10.327186,3282.270246,0.865126723,0,,
55.188023,,,0.225,,,55.188023,17540.30631,2.463968516,0,,
8.486616,,,0.129,,,8.486616,2697.285319,1.412675282,0,,
7.186434,,,0.187,,,7.186434,2284.050901,2.047831611,0,,
3.289672,,,0.147,,,3.289672,1045.55031,1.609792763,0,,
77.095691,,,0.358,,,77.095691,24503.17953,3.920447682,0,,
57.68802,,,0.384,,,57.68802,18334.87569,4.205172933,0,,
25.563222,,,0.315,,,25.563222,8124.711122,3.449555922,0,,
83.488369,,,0.254,,,83.488369,26534.95245,2.78154668,0,,
34.060467,,,0.243,,,34.060467,10825.37464,2.661085997,0,,
49.499875,,,0.306,,,49.499875,15732.45285,3.350997181,0,,
16.85837,,,0.238,,,16.85837,5358.064263,2.606331141,0,,
6.475434,,,0.164,,,6.475434,2058.075099,1.795959274,0,,
13.121632,,,0.161,,,13.121632,4170.4238,1.76310636,0,,
4.612696,,,0.14,,,4.612696,1466.044558,1.533135965,0,,
25.762294,,,0.242,,,25.762294,8187.981804,2.650135026,0,,
11.03189,,,0.13,,,11.03189,3506.245002,1.423626253,0,,
24.209842,,,0.111,,,24.209842,7694.568883,1.215557801,0,,
16.934402,,,0.117,,,16.934402,5382.229371,1.281263628,0,,
5.47666,,,0.164,,,5.47666,1740.636623,1.795959274,0,,
8.410894,,,0.123,,,8.410894,2673.218737,1.346969455,0,,
5.795278,,,0.079,,,5.795278,1841.902387,0.865126723,0,,
16.332995,,,0.111,,,16.332995,5191.085307,1.215557801,0,,
10.05537,,,0.077,,,10.05537,3195.879474,0.843224781,0,,
57.24809,,,0.285,,,57.24809,18195.05356,3.121026786,0,,
37.054919,,,0.273,,,37.054919,11777.09572,2.989615132,0,,
26.136,0.047,,0.25,,,26.136,14.93792225,2.737742795,0,,
17.849,0.019,,0.277,,,17.849,6.038734527,3.033419017,0,,
11.189562,,,0.165,,,11.189562,3556.3576,1.806910245,0,,
12.247629,,,0.175,,,12.247629,3892.641059,1.916419957,0,,
5.929778,,,0.17,,,5.929778,1884.650271,1.861665101,0,,
17.265427,,,0.119,,,17.265427,5487.438429,1.30316557,0,,
7.05677,,,0.136,,,7.05677,2242.840034,1.48933208,0,,
27.320871,,,0.156,,,27.320871,8683.341422,1.708351504,0,,
12.79836,,,0.176,,,12.79836,4067.678864,1.927370928,0,,
23.851549,,,0.274,,,23.851549,7580.693288,3.000566103,0,,
6.511127,,,0.237,,,6.511127,2069.419338,2.59538017,0,,
9.387427,,,0.107,,,9.387427,2983.588397,1.171753916,0,,
7.415563,,,0.066,,,7.415563,2356.874543,0.722764098,0,,
125.596809,,,0.263,,,125.596809,39918.19932,2.88010542,0,,
21.963945,,,0.233,,,21.963945,6980.759633,2.551576285,0,,
23.22182,,,0.18,,,23.22182,7380.547695,1.971174812,0,,
8.96855,,,0.215,,,8.96855,2850.457502,2.354458804,0,,
39.459357,,,0.222,,,39.459357,12541.29376,2.431115602,0,,
26.234138,,,0.175,,,26.234138,8337.947101,1.916419957,0,,
15.170318,,,0.201,,,15.170318,4821.553847,2.201145207,0,,
42.473269,,,0.178,,,42.473269,13499.19979,1.94927287,0,,
27.666313,,,0.165,,,27.666313,8793.132608,1.806910245,0,,
8.01041,,,0.152,,,8.01041,2545.933655,1.664547619,0,,
5.195528,,,0.105,,,5.195528,1651.284964,1.149851974,0,,
22.824669,,,0.301,,,22.824669,7254.321935,3.296242325,0,,
14.844387,,,0.226,,,14.844387,4717.963806,2.474919487,0,,
10.558345,,,0.104,,,10.558345,3355.739079,1.138901003,0,,
6.988055,,,0.103,,,6.988055,2221.000474,1.127950032,0,,
4.977656,,,0.127,,,4.977656,1582.039113,1.39077334,0,,
44.431014,,,0.268,,,44.431014,14121.42623,2.934860276,0,,
24.310856,,,0.209,,,24.310856,7726.673974,2.288752977,0,,
13.726976,,,0.218,,,13.726976,4362.819154,2.387311717,0,,
9.693201,,,0.183,,,9.693201,3080.771977,2.004027726,0,,
3.292781,,,0.137,,,3.292781,1046.538438,1.500283052,0,,
20.678772,,,0.211,,,20.678772,6572.295497,2.310654919,0,,
9.600001,,,0.187,,,9.600001,3051.150395,2.047831611,0,,
2.024823,,,0.091,,,2.024823,643.5457137,0.996538377,0,,
67.844469,,,0.274,,,67.844469,21562.88092,3.000566103,0,,
6.562331,,,0.302,,,6.562331,2085.69341,3.307193296,0,,
25.09849,,,0.126,,,25.09849,7977.006218,1.379822369,0,,
12.758005,,,0.128,,,12.758005,4054.85291,1.401724311,0,,
5.470319,,,0.1,,,5.470319,1738.621275,1.095097118,0,,
24.08821,,,0.099,,,24.08821,7655.910812,1.084146147,0,,
12.551158,,,0.118,,,12.551158,3989.111114,1.292214599,0,,
34.21154,,,0.105,,,34.21154,10873.38989,1.149851974,0,,
15.995622,,,0.097,,,15.995622,5083.858676,1.062244204,0,,
7.626324,,,0.104,,,7.626324,2423.860319,1.138901003,0,,
32.134328,,,0.146,,,32.134328,10213.19347,1.598841792,0,,
17.28111,,,0.164,,,17.28111,5492.422927,1.795959274,0,,
8.457496,,,0.162,,,8.457496,2688.030164,1.774057331,0,,
15.955387,,,0.174,,,15.955387,5071.070862,1.905468985,0,,
8.25978,,,0.12,,,8.25978,2625.190456,1.314116542,0,,
18.684737,,,0.172,,,18.684737,5938.535076,1.883567043,0,,
7.416397,,,0.125,,,7.416397,2357.139612,1.368871398,0,,
71.312,0.124,,0.482,,,71.312,39.41068849,5.278368109,0,,
34.921,0.09,,0.205,,,34.921,28.60453197,2.244949092,0,,
13.969457,,,0.154,,,13.969457,4439.886437,1.686449562,0,,
5.212333,,,0.092,,,5.212333,1656.626066,1.007489349,0,,
2.549575,,,0.099,,,2.549575,810.3266622,1.084146147,0,,
6.766888,,,0.108,,,6.766888,2150.707379,1.182704887,0,,
4.580358,,,0.125,,,4.580358,1455.766632,1.368871398,0,,
2.248329,,,0.136,,,2.248329,714.5822084,1.48933208,0,,
38.715185,,,0.249,,,38.715185,12304.77497,2.726791824,0,,
12.762172,,,0.227,,,12.762172,4056.1773,2.485870458,0,,
4.544439,,,0.26,,,4.544439,1444.350563,2.847252507,0,,
51.805612,,,0.281,,,51.805612,16465.28094,3.077222902,0,,
4.385315,,,0.102,,,4.385315,1393.776479,1.11699906,0,,
3.553822,,,0.145,,,3.553822,1129.504611,1.587890821,0,,
1.678327,,,0.128,,,1.678327,533.419537,1.401724311,0,,
4.337234,,,0.149,,,4.337234,1378.494985,1.631694706,0,,
1.653888,,,0.09,,,1.653888,525.6521352,0.985587406,0,,
13.093921,,,0.207,,,13.093921,4161.616465,2.266851034,0,,
4.915379,,,0.158,,,4.915379,1562.245731,1.730253446,0,,
17.934937,,,0.122,,,17.934937,5700.227542,1.336018484,0,,
8.371554,,,0.102,,,8.371554,2660.715378,1.11699906,0,,
31.781925,,,0.204,,,31.781925,10101.18989,2.233998121,0,,
6.941357,,,0.235,,,6.941357,2206.158536,2.573478227,0,,
4.362705,,,0.145,,,4.362705,1386.590385,1.587890821,0,,
11.815007,,,0.328,,,11.815007,3755.141616,3.591918547,0,,
4.662715,,,0.42,,,4.662715,1481.942003,4.599407896,0,,
8.77501,,,0.153,,,8.77501,2788.945045,1.675498591,0,,
5.524242,,,0.186,,,5.524242,1755.759521,2.036880639,0,,
6.827766,,,0.103,,,6.827766,2170.05612,1.127950032,0,,
2.240508,,,0.095,,,2.240508,712.0964746,1.040342262,0,,
265.469335,,,0.37,,,265.469335,84373.62311,4.051859337,0,,
96.101141,,,0.336,,,96.101141,30543.64622,3.679526316,0,,
5.960392,,,0.259,,,5.960392,1894.380261,2.836301536,0,,
2.461069,,,0.074,,,2.461069,782.1969655,0.810371867,0,,
32.273273,,,0.229,,,32.273273,10257.3541,2.5077724,0,,
14.970418,,,0.226,,,14.970418,4758.020003,2.474919487,0,,
19.747412,,,0.281,,,19.747412,6276.283088,3.077222902,0,,
1.772419,,,0.115,,,1.772419,563.3246217,1.259361686,0,,
19.738286,,,0.128,,,19.738286,6273.382588,1.401724311,0,,
9.176092,,,0.152,,,9.176092,2916.420189,1.664547619,0,,
92.876125,,,0.22,,,92.876125,29518.64541,2.40921366,0,,
56.47542,,,0.302,,,56.47542,17949.4773,3.307193296,0,,
13.930698,,,0.106,,,13.930698,4427.567737,1.160802945,0,,
105.356383,,,0.224,,,105.356383,33485.22251,2.453017544,0,,
5.923653,,,0.139,,,5.923653,1882.703574,1.522184994,0,,
15.38231,,,0.193,,,15.38231,4888.930869,2.113537438,0,,
9.694928,,,0.189,,,9.694928,3081.320866,2.069733553,0,,
13.084,0.005,,0.25,,,13.084,1.589140665,2.737742795,0,,
10.416,0.01,,0.285,,,10.416,3.17828133,3.121026786,0,,
44.840975,,,0.203,,,44.840975,14251.72337,2.22304715,0,,
17.326644,,,0.22,,,17.326644,5506.894914,2.40921366,0,,
7.240193,,,0.21,,,7.240193,2301.137024,2.299703948,0,,
4.646186,,,0.136,,,4.646186,1476.688622,1.48933208,0,,
16.738661,,,0.242,,,16.738661,5320.017375,2.650135026,0,,
8.291,0.019,,0.294,,,8.291,6.038734527,3.219585527,0,,
5.487,0.033,,0.321,,,5.487,10.48832839,3.515261749,0,,
9.653471,,,0.245,,,9.653471,3068.144665,2.682987939,0,,
5.315946,,,0.194,,,5.315946,1689.557192,2.124488409,0,,
3.295709,,,0.255,,,3.295709,1047.469038,2.792497651,0,,
7.061149,,,0.102,,,7.061149,2244.231804,1.11699906,0,,
1.937055,,,0.079,,,1.937055,615.6505742,0.865126723,0,,
127.282184,,,1.111,,,127.282184,40453.8589,12.16652898,0,,
30.184104,,,0.362,,,30.184104,9593.357421,3.964251567,0,,
13.751243,,,0.156,,,13.751243,4370.531889,1.708351504,0,,
5.419026,,,0.12,,,5.419026,1722.318916,1.314116542,0,,
2.508553,,,0.12,,,2.508553,797.2887165,1.314116542,0,,
40.714955,,,0.201,,,40.714955,12940.35813,2.201145207,0,,
10.446347,,,0.149,,,10.446347,3320.142964,1.631694706,0,,
38.285489,,,0.167,,,38.285489,12168.20549,1.828812187,0,,
15.054786,,,0.166,,,15.054786,4784.834527,1.817861216,0,,
6.885875,,,0.236,,,6.885875,2188.524795,2.584429198,0,,
2.927128,,,0.118,,,2.927128,930.3236273,1.292214599,0,,
77.473633,,,0.223,,,77.473633,24623.30013,2.442066573,0,,
22.92881,,,0.172,,,22.92881,7287.420874,1.883567043,0,,
10.475464,,,0.175,,,10.475464,3329.397165,1.916419957,0,,
74.920137,,,0.583,,,74.920137,23811.72727,6.384416198,0,,
38.871826,,,0.256,,,38.871826,12354.55988,2.803448622,0,,
63.335879,,,0.16,,,63.335879,20129.92417,1.752155389,0,,
34.142347,,,0.156,,,34.142347,10851.3984,1.708351504,0,,
19.850242,,,0.203,,,19.850242,6308.965354,2.22304715,0,,
5.841648,,,0.192,,,5.841648,1856.640077,2.102586467,0,,
3.621457,,,0.084,,,3.621457,1151.000917,0.919881579,0,,
33.884054,,,0.121,,,33.884054,10769.30562,1.325067513,0,,
21.526258,,,0.104,,,21.526258,6841.650391,1.138901003,0,,
12.645164,,,0.109,,,12.645164,4018.988866,1.193655859,0,,
6.6264,,,0.242,,,6.6264,2106.056341,2.650135026,0,,
3.701212,,,0.158,,,3.701212,1176.3493,1.730253446,0,,
54.155743,,,0.342,,,54.155743,17212.21869,3.745232144,0,,
19.254196,,,0.274,,,19.254196,6119.525167,3.000566103,0,,
20.834237,,,0.21,,,20.834237,6621.706648,2.299703948,0,,
11.97901,,,0.238,,,11.97901,3807.266383,2.606331141,0,,
7.055679,,,0.199,,,7.055679,2242.493284,2.179243265,0,,
3.715335,,,0.131,,,3.715335,1180.837987,1.434577225,0,,
2.580827,,,0.118,,,2.580827,820.259427,1.292214599,0,,
5.700786,,,0.168,,,5.700786,1811.870171,1.839763158,0,,
3.546511,,,0.193,,,3.546511,1127.18097,2.113537438,0,,
36.77031,,,0.241,,,36.77031,11686.63898,2.639184054,0,,
14.589347,,,0.201,,,14.589347,4636.904919,2.201145207,0,,
125.866438,,,1.163,,,125.866438,40003.895,12.73597948,0,,
34.543901,,,0.217,,,34.543901,10979.02356,2.376360746,0,,
56.633742,,,0.238,,,56.633742,17999.79648,2.606331141,0,,
19.305772,,,0.254,,,19.305772,6135.917471,2.78154668,0,,
6.097326,,,0.149,,,6.097326,1937.901739,1.631694706,0,,
44.851896,,,0.291,,,44.851896,14255.19437,3.186732613,0,,
20.342199,,,0.208,,,20.342199,6465.323129,2.277802005,0,,
29.221289,,,0.158,,,29.221289,9287.347727,1.730253446,0,,
5.914323,,,0.119,,,5.914323,1879.738237,1.30316557,0,,
3.468095,,,0.122,,,3.468095,1102.258159,1.336018484,0,,
1.796302,,,0.111,,,1.796302,570.915311,1.215557801,0,,
6.186676,,,0.1,,,6.186676,1966.299683,1.095097118,0,,
2.633867,,,0.12,,,2.633867,837.1170312,1.314116542,0,,
37.514456,,,0.233,,,37.514456,11923.14951,2.551576285,0,,
12.699149,,,0.2,,,12.699149,4036.146817,2.190194236,0,,
92.743711,,,0.162,,,92.743711,29476.56051,1.774057331,0,,
11.008151,,,0.19,,,11.008151,3498.70008,2.080684524,0,,
44.347,0.177,,0.277,,,44.347,56.25557954,3.033419017,0,,
24.806,0.192,,0.219,,,24.806,61.02300154,2.398262688,0,,
13.638723,,,0.107,,,13.638723,4334.769868,1.171753916,0,,
9.220524,,,0.09,,,9.220524,2930.541928,0.985587406,0,,
36.337373,,,0.474,,,36.337373,11549.03942,5.190760339,0,,
14.646008,,,0.252,,,14.646008,4654.913379,2.759644737,0,,
4.807091,,,0.179,,,4.807091,1527.828758,1.960223841,0,,
2.139542,,,0.129,,,2.139542,680.0066393,1.412675282,0,,
54.414,0.118,,0.277,,,54.414,37.50371969,3.033419017,0,,
35.736,0.155,,0.384,,,35.736,49.26336062,4.205172933,0,,
12.309681,,,0.323,,,12.309681,3912.36293,3.537163691,0,,
51.078775,,,0.32,,,51.078775,16234.27169,3.504310778,0,,
30.160546,,,0.363,,,30.160546,9585.870025,3.975202538,0,,
33.006,0.202,,0.3,,,33.006,64.20128287,3.285291354,0,,
17.324,0.275,,0.261,,,17.324,87.40273658,2.858203478,0,,
48.648,0.051,,0.25,,,48.648,16.20923478,2.737742795,0,,
31.884,0.052,,0.259,,,31.884,16.52706292,2.836301536,0,,
14.12841,,,0.256,,,14.12841,4490.406173,2.803448622,0,,
35.676062,,,0.297,,,35.676062,11338.85618,3.25243844,0,,
16.088134,,,0.302,,,16.088134,5113.261593,3.307193296,0,,
10.300682,,,0.209,,,10.300682,3273.846529,2.288752977,0,,
33.197861,,,0.164,,,33.197861,10551.21418,1.795959274,0,,
11.634788,,,0.137,,,11.634788,3697.862948,1.500283052,0,,
8.014927,,,0.177,,,8.014927,2547.369285,1.938321899,0,,
2.936532,,,0.134,,,2.936532,933.3124831,1.467430138,0,,
10.937304,,,0.201,,,10.937304,3476.18291,2.201145207,0,,
6.057342,,,0.16,,,6.057342,1925.193699,1.752155389,0,,
2.971353,,,0.128,,,2.971353,944.3795765,1.401724311,0,,
7.410935,,,0.089,,,7.410935,2355.403635,0.974636435,0,,
5.217738,,,0.079,,,5.217738,1658.343927,0.865126723,0,,
25.262887,,,0.158,,,25.262887,8029.256209,1.730253446,0,,
11.476094,,,0.179,,,11.476094,3647.42553,1.960223841,0,,
8.127899,,,0.151,,,8.127899,2583.274964,1.653596648,0,,
5.326718,,,0.22,,,5.326718,1692.980837,2.40921366,0,,
83.446393,,,0.302,,,83.446393,26521.61129,3.307193296,0,,
25.934138,,,0.227,,,25.934138,8242.598662,2.485870458,0,,
28.464515,,,0.203,,,28.464515,9046.823659,2.22304715,0,,
6.87745,,,0.19,,,6.87745,2185.847093,2.080684524,0,,
3.353728,,,0.177,,,3.353728,1065.909109,1.938321899,0,,
107.723601,,,0.347,,,107.723601,34237.59099,3.799986999,0,,
6.61833,,,0.221,,,6.61833,2103.491467,2.420164631,0,,
67.831024,,,0.231,,,67.831024,21558.60772,2.529674343,0,,
43.130617,,,0.222,,,43.130617,13708.12348,2.431115602,0,,
17.028937,,,0.235,,,17.028937,5412.275254,2.573478227,0,,
6.846262,,,0.166,,,6.846262,2175.934669,1.817861216,0,,
140.101261,,,0.252,,,140.101261,44528.12221,2.759644737,0,,
40.806231,,,0.297,,,40.806231,12969.36821,3.25243844,0,,
47.332773,,,0.22,,,47.332773,15043.68687,2.40921366,0,,
16.568087,,,0.238,,,16.568087,5265.804159,2.606331141,0,,
21.853722,,,0.146,,,21.853722,6945.727662,1.598841792,0,,
13.060855,,,0.121,,,13.060855,4151.10716,1.325067513,0,,
24.570858,,,0.178,,,24.570858,7809.309924,1.94927287,0,,
10.381227,,,0.194,,,10.381227,3299.445996,2.124488409,0,,
76.050178,,,0.155,,,76.050178,24170.88609,1.697400533,0,,
8.187399,,,0.179,,,8.187399,2602.185738,1.960223841,0,,
36.924931,,,0.241,,,36.924931,11735.78188,2.639184054,0,,
8.115317,,,0.25,,,8.115317,2579.276051,2.737742795,0,,
33.653079,,,0.322,,,33.653079,10695.89527,3.52621272,0,,
13.19722,,,0.362,,,13.19722,4194.447793,3.964251567,0,,
24.664551,,,0.442,,,24.664551,7839.088196,4.840329262,0,,
6.581484,,,0.483,,,6.581484,2091.780772,5.28931908,0,,
2.382667,,,0.233,,,2.382667,757.2786042,2.551576285,0,,
10.681572,,,0.21,,,10.681572,3394.904086,2.299703948,0,,
5.839172,,,0.221,,,5.839172,1855.853135,2.420164631,0,,
3.38802,,,0.192,,,3.38802,1076.808071,2.102586467,0,,
1.620493,,,0.142,,,1.620493,515.0382647,1.555037908,0,,
9.946047,,,0.267,,,9.946047,3161.133549,2.923909305,0,,
5.714606,,,0.138,,,5.714606,1816.262556,1.511234023,0,,
18.746477,,,0.223,,,18.746477,5958.157785,2.442066573,0,,
12.412183,,,0.192,,,12.412183,3944.940949,2.102586467,0,,
5.826662,,,0.345,,,5.826662,1851.877105,3.778085057,0,,
18.119869,,,0.283,,,18.119869,5759.004134,3.099124844,0,,
10.281951,,,0.236,,,10.281951,3267.89329,2.584429198,0,,
3.783986,,,0.145,,,3.783986,1202.657206,1.587890821,0,,
10.848463,,,0.192,,,10.848463,3447.946741,2.102586467,0,,
6.668391,,,0.11,,,6.668391,2119.402262,1.20460683,0,,
99.640161,,,0.247,,,99.640161,31668.44634,2.704889881,0,,
30.133001,,,0.247,,,30.133001,9577.11545,2.704889881,0,,
16.514043,,,0.247,,,16.514043,5248.627455,2.704889881,0,,
4.790936,,,0.119,,,4.790936,1522.694244,1.30316557,0,,
17.648312,,,0.194,,,17.648312,5609.130054,2.124488409,0,,
7.156804,,,0.203,,,7.156804,2274.633654,2.22304715,0,,
4.148141,,,0.101,,,4.148141,1318.395909,1.106048089,0,,
15.368459,,,0.14,,,15.368459,4884.528631,1.533135965,0,,
7.113702,,,0.135,,,7.113702,2260.934625,1.478381109,0,,
3.306539,,,0.097,,,3.306539,1050.911117,1.062244204,0,,
16.239494,,,0.363,,,16.239494,5161.368059,3.975202538,0,,
6.308205,,,0.269,,,6.308205,2004.925018,2.945811247,0,,
20.477912,,,0.352,,,20.477912,6508.456539,3.854741855,0,,
9.439452,,,0.365,,,9.439452,3000.123406,3.997104481,0,,
3.33616,,,0.146,,,3.33616,1060.325504,1.598841792,0,,
11.187161,,,0.134,,,11.187161,3555.594494,1.467430138,0,,
4.60182,,,0.209,,,4.60182,1462.587859,2.288752977,0,,
36.277108,,,0.27,,,36.277108,11529.88551,2.956762219,0,,
17.460812,,,0.194,,,17.460812,5549.537279,2.124488409,0,,
7.49019,,,0.229,,,7.49019,2380.593104,2.5077724,0,,
20.050401,,,0.206,,,20.050401,6372.581516,2.255900063,0,,
9.767292,,,0.183,,,9.767292,3104.320181,2.004027726,0,,
4.311792,,,0.246,,,4.311792,1370.408801,2.69393891,0,,
20.026218,,,0.178,,,20.026218,6364.895478,1.94927287,0,,
5.715442,,,0.219,,,5.715442,1816.52826,2.398262688,0,,
14.496481,,,0.178,,,14.496481,4607.389491,1.94927287,0,,
8.20395,,,0.233,,,8.20395,2607.446112,2.551576285,0,,
36.065978,,,0.229,,,36.065978,11462.78245,2.5077724,0,,
12.718092,,,0.208,,,12.718092,4042.167436,2.277802005,0,,
7.953528,,,0.196,,,7.953528,2527.854955,2.146390351,0,,
4.144495,,,0.122,,,4.144495,1317.237108,1.336018484,0,,
56.228098,,,0.224,,,56.228098,17870.87141,2.453017544,0,,
11.763051,,,0.208,,,11.763051,3738.628538,2.277802005,0,,
50.447,0.042,,0.178,,,50.447,13.34878159,1.94927287,0,,
23.654,0.534,,0.5,,,23.654,169.720223,5.47548559,0,,
13.233549,,,0.274,,,13.233549,4205.994172,3.000566103,0,,
6.155557,,,0.213,,,6.155557,1956.409189,2.332556861,0,,
2.090876,,,0.154,,,2.090876,664.5392154,1.686449562,0,,
8.103636,,,0.186,,,8.103636,2575.5635,2.036880639,0,,
4.715106,,,0.126,,,4.715106,1498.593337,1.379822369,0,,
23.968127,,,0.178,,,23.968127,7617.745056,1.94927287,0,,
8.295611,,,0.14,,,8.295611,2636.578556,1.533135965,0,,
46.183669,,,0.198,,,46.183669,14678.46929,2.168292294,0,,
20.060548,,,0.183,,,20.060548,6375.806518,2.004027726,0,,
7.824904,,,0.114,,,7.824904,2486.974629,1.248410715,0,,
3.340222,,,0.199,,,3.340222,1061.616522,2.179243265,0,,
7.21205,,,0.313,,,7.21205,2292.192387,3.427653979,0,,
2.711506,,,0.33,,,2.711506,861.7928896,3.613820489,0,,
60.418955,,,0.242,,,60.418955,19202.84367,2.650135026,0,,
8.472382,,,0.217,,,8.472382,2692.761353,2.376360746,0,,
11.379349,,,0.342,,,11.379349,3616.677247,3.745232144,0,,
4.431222,,,0.275,,,4.431222,1408.367015,3.011517075,0,,
19.271566,,,0.172,,,19.271566,6125.045842,1.883567043,0,,
10.065275,,,0.154,,,10.065275,3199.027561,1.686449562,0,,
91.773242,,,0.182,,,91.773242,29168.11816,1.993076755,0,,
32.625555,,,0.38,,,32.625555,10369.31923,4.161369048,0,,
41.194912,,,0.343,,,41.194912,13092.90197,3.756183115,0,,
16.068638,,,0.439,,,16.068638,5107.065215,4.807476348,0,,
6.252972,,,0.196,,,6.252972,1987.370416,2.146390351,0,,
11.094286,,,0.36,,,11.094286,3526.076206,3.942349625,0,,
4.134444,,,0.241,,,4.134444,1314.042618,2.639184054,0,,
2.566546,,,0.136,,,2.566546,815.7205234,1.48933208,0,,
54.418694,,,0.271,,,54.418694,17295.79191,2.96771319,0,,
9.488015,,,0.277,,,9.488015,3015.558093,3.033419017,0,,
8.109044,,,0.109,,,8.109044,2577.282315,1.193655859,0,,
5.349555,,,0.203,,,5.349555,1700.239078,2.22304715,0,,
3.940997,,,0.138,,,3.940997,1252.559719,1.511234023,0,,
18.794234,,,0.164,,,18.794234,5973.336303,1.795959274,0,,
6.738975,,,0.107,,,6.738975,2141.835843,1.171753916,0,,
18.643577,,,0.176,,,18.643577,5925.45327,1.927370928,0,,
11.349393,,,0.205,,,11.349393,3607.156388,2.244949092,0,,
5.925003,,,0.278,,,5.925003,1883.132642,3.044369988,0,,
3.132924,,,0.124,,,3.132924,995.7313858,1.357920426,0,,
19.721734,,,0.214,,,19.721734,6268.121897,2.343507833,0,,
14.788759,,,0.266,,,14.788759,4700.283662,2.912958334,0,,
9.848183,,,0.178,,,9.848183,3130.029616,1.94927287,0,,
7.384108,,,0.151,,,7.384108,2346.87726,1.653596648,0,,
28.081912,,,0.329,,,28.081912,8925.221662,3.602869518,0,,
10.08881,,,0.414,,,10.08881,3206.507646,4.533702069,0,,
3.936981,,,0.282,,,3.936981,1251.283321,3.088173873,0,,
18.369917,,,0.235,,,18.369917,5838.476423,2.573478227,0,,
10.04156,,,0.244,,,10.04156,3191.490267,2.672036968,0,,
5.690586,,,0.261,,,5.690586,1808.628324,2.858203478,0,,
2.795906,,,0.153,,,2.795906,888.617584,1.675498591,0,,
45.902733,,,0.119,,,45.902733,14589.17993,1.30316557,0,,
28.122397,,,0.087,,,28.122397,8938.088934,0.952734493,0,,
9.034199,,,0.14,,,9.034199,2871.322601,1.533135965,0,,
4.159807,,,0.072,,,4.159807,1322.103692,0.788469925,0,,
47.903645,,,0.251,,,47.903645,15225.12605,2.748693766,0,,
22.714613,,,0.319,,,22.714613,7219.343042,3.493359806,0,,
4.585512,,,0.263,,,4.585512,1457.404718,2.88010542,0,,
44.699576,,,0.28,,,44.699576,14206.78279,3.06627193,0,,
3.619337,,,0.132,,,3.619337,1150.327121,1.445528196,0,,
